Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Mason Miller","SDP",4,1,30,49,0,51.1,16.30519642076333,3.3311691612312178,0,0.2926829268292683,0.84444444,0.475609756,0,101.37155032467533,0.8766234634818995,1.4997323606164228,0.6831888314181112,1.5413069880630252,3.12292218208313,"Mason Miller",31757,695243
"Louis Varland","TOR",5,4,26,56,0,62.1,10.973262927479702,2.454545654830986,0.28877007703893953,0.2905405405405405,0.74324324,0.547297297,0.048780487,98.79923646095718,1.299465346675228,2.1929187647466333,1.8760843106063883,2.4580791034782163,2.438775062561035,"Louis Varland",27691,686973
"Adrian Morejon","SDP",9,2,2,56,0,65.1,11.020410308139239,2.4795923193313287,0.41326538655522144,0.3067484662576687,0.72033898,0.614457831,0.09375,99.19305989583333,2.7551025770348097,2.399050409014739,2.2374560663968888,2.38450146041763,2.312589645385742,"Adrian Morejon",20039,670970
"Jhoan Duran","PHI",1,4,25,44,0,41.1,12.846774588762548,1.5241935952769123,0.21774194218241605,0.35106382978723405,0.82159624,0.602150537,0.055555555,100.37753262362638,1.7419355374593284,2.130219767236469,1.2647767800818357,1.6117465612037676,2.1225385665893555,"Jhoan Duran",21029,661395
"Trevor Megill","MIL",2,2,21,48,0,47,10.148936170212766,2.297872340425532,0,0.23931623931623933,0.65853659,0.345132743,0,97.89057112068966,2.4893617021276597,2.572359317759045,1.653761050041686,3.3666394312013974,2.1043107509613037,"Trevor Megill",17722,656730
"Brent Headrick","NYY",6,1,0,62,0,61.1,11.152176918740894,2.7880442296852235,0.4402175099502984,0.30666666666666664,0.89341693,0.346666666,0.046875,94.28776041666667,1.4673916998343282,2.9363349628717925,2.166249240593943,3.1153896226936126,1.8849583864212036,"Brent Headrick",27702,687396
"Cade Smith","CLE",3,1,31,51,0,54.2,12.67683074263023,2.9634149787966773,0.6585366619548172,0.312,0.78014184,0.418604651,0.076923076,97.20889075413223,2.3048783168418603,3.171639846931858,2.256122137491782,2.7497743222241127,1.884171962738037,"Cade Smith",27867,671922
"Jacob Latz","TEX",3,1,23,42,0,50,9.540000727844294,2.3400001785278457,0.5400000411987336,0.19658119658119658,0.77586207,0.398305084,0.058823529,95.04927955483491,1.9800001510620233,2.4713259122070763,2.51929292221069,3.2886399543562024,1.8484735488891602,"Jacob Latz",21306,656641
"Dylan Lee","ATL",5,0,0,57,0,55.1,11.060242743014122,2.114458171458582,0.4879518857212113,0.2066115702479339,0.73369565,0.338842975,0.050847457,93.29133731617647,1.9518075428848451,2.3421521102369227,2.031100025237886,2.9459029972252697,1.7774533033370972,"Dylan Lee",19996,669276
"Didier Fuentes","ATL",4,1,2,41,0,48.2,10.91096032952091,2.5890414341236054,0.3698630620176579,0.26956521739130435,0.84415584,0.353448275,0.040816326,97.22643892794376,1.8493153100882895,2.866980169974266,2.175183257781028,3.170308321285703,1.6565090417861938,"Didier Fuentes",30661,800311
"Grant Taylor","CHW",4,2,6,40,0,56.1,11.982249602571711,3.1952665606857895,0.6390533121371579,0.2923076923076923,0.73170732,0.488721804,0.088888888,98.0804776278409,2.396449920514342,2.4284807777439283,2.457991133690844,2.7482907388296463,1.5637006759643555,"Grant Taylor",33927,691799
"Garrett Whitlock","BOS",6,1,2,45,0,44,10.022727272727273,1.4318181818181819,0.6136363636363636,0.26605504587155965,0.77586207,0.372727272,0.065217391,,2.0454545454545454,2.5165825114443443,2.215656601298939,2.9173045687377455,1.5473434925079346,"Garrett Whitlock",20191,676477
"Tanner Scott","LAD",1,3,16,51,0,47.2,11.328672839701305,2.076923353945239,0.755244855980087,0.27102803738317754,0.83756345,0.348623853,0.086956521,96.70040042123824,2.2657345679402607,3.1316215079361713,2.4079642040641147,2.7829120282143567,1.4707331657409668,"Tanner Scott",17586,656945
"David Bednar","NYY",5,3,27,49,0,52.2,10.25316579470644,2.9050636418334914,0.512658289735322,0.26515151515151514,0.73863636,0.54887218,0.078947368,96.1882520053476,2.56329144867661,2.6619824010120436,2.6235967073927946,2.9790544009184763,1.3660919666290283,"David Bednar",19569,670280
"Juan Morillo","ARI",3,4,1,52,0,48.1,10.42758812721823,3.165517824334106,0.37241386168636537,0.26495726495726496,0.75203252,0.516949152,0.057142857,98.6215099897541,2.420690100961375,2.3034785154175954,2.479292854440603,3.041303993856472,1.3616291284561157,"Juan Morillo",21924,666661
