Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Kazuma Okamoto","TOR",138,564,28,73,81,1,0.085106382,0.29787234,0.211045365,0.28343949,0.23076923,0.303191489,0.441814595,0.3246282343323349,0.3172673705621814,108.4693433635427,-2.417936999350786,3.1209943225179124,0.3685072660446167,2.3880279130308937,"Kazuma Okamoto",37123,672960
"Ian Happ","CHC",138,577,23,81,64,4,0.123050259,0.305025996,0.195171026,0.290969899,0.221327967,0.326388888,0.416498993,0.32729034825353304,0.31312723760004646,107.87341448534684,-1.6386776231229305,3.845579098967143,0.848630428314209,2.384595840570996,"Ian Happ",17919,664023
"Jac Caglianone","KCR",131,510,23,66,70,6,0.058823529,0.256862745,0.210970465,0.345794392,0.282700421,0.331372549,0.493670886,0.35556604155874627,0.35666567710259495,126.65095845098881,1.5474112904630601,17.308279744189427,-12.019508361816406,2.3766484742313927,"Jac Caglianone",35041,695506
"Masyn Winn","STL",122,490,5,49,51,10,0.089795918,0.214285714,0.087962963,0.29787234,0.238425925,0.314285714,0.326388888,0.2894003321929854,0.29947424716636784,82.32457321415635,1.4497651755809784,-9.005735565991774,15.811970233917236,2.312215663715457,"Masyn Winn",27479,691026
"Ketel Marte","ARI",123,540,22,67,68,4,0.079629629,0.148148148,0.197125256,0.257069408,0.250513347,0.316666666,0.447638603,0.33051087159240267,0.34897776400105335,107.40498579915187,0.18601712165400386,5.013234296339927,-0.009559154510498047,2.2938552337285665,"Ketel Marte",13613,606466
"Manny Machado","SDP",139,594,26,71,77,5,0.116161616,0.213804713,0.19223301,0.237837837,0.221359223,0.310286677,0.413592233,0.3157282553486905,0.33583390631643284,102.15591748432973,-4.863147650845349,-3.3171905877501664,6.229636952280998,2.259313771594073,"Manny Machado",11493,592518
"José Ramírez","CLE",109,471,11,62,48,31,0.118895966,0.129511677,0.14074074,0.250737463,0.237037037,0.329787234,0.377777777,0.30921292472711376,0.3348891781622831,97.32959486519637,5.656791128218174,4.1983288616865275,1.05828058719635,2.2328169335607417,"Jose Ramirez",13510,608070
"Xavier Edwards","MIA",137,574,6,59,51,20,0.113240418,0.134146341,0.094,0.319148936,0.282,0.360770577,0.376,0.3274171143192042,0.3133263241928236,104.90677060938032,2.092071729246527,5.492131062683664,-2.399972081184387,2.2115310582851606,"Xavier Edwards",22266,669364
"Chandler Simpson","TBR",135,548,0,57,31,39,0.04379562,0.082116788,0.05108055,0.334042553,0.308447937,0.33580705,0.359528487,0.30720942381589383,0.2613734481926251,94.8855671680213,5.949429392814636,2.69949066012117,-0.40128469467163086,2.2090428340722323,"Chandler Simpson",31912,802415
"Kody Clemens","MIN",126,509,24,66,71,8,0.066797642,0.223968565,0.226781857,0.262195121,0.237580993,0.297830374,0.46436285,0.3279938577663286,0.3386708214169457,109.93889516702848,1.479148795362562,7.345296961000824,-4.1843103766441345,2.156351835172245,"Kody Clemens",20572,665019
"Dominic Canzone","SEA",128,452,21,50,64,2,0.088495575,0.214601769,0.222222222,0.283737024,0.254320987,0.327433628,0.476543209,0.3471218070718977,0.3547981431749132,130.21827221617383,-0.9660497587174177,14.872127524966825,-9.808557093143463,2.144681838368549,"Dominic Canzone",26438,686527
"Luke Keaschall","MIN",134,540,9,69,44,16,0.092592592,0.15,0.114470842,0.310526315,0.274298056,0.363636363,0.388768898,0.33681980872242867,0.31368463430831683,116.0842481833692,3.0175975528545678,13.089039679751675,-11.35018977895379,2.1232462295619685,"Luke Keaschall",33321,807712
"Julio Rodríguez","SEA",133,579,20,65,61,20,0.07253886,0.227979274,0.15340909,0.281578947,0.240530303,0.300518134,0.393939393,0.304426053884331,0.3345622221628825,100.48997699436461,3.164205556269735,3.4931718402034333,-3.519985556602478,2.083988035299531,"Julio Rodriguez",23697,677594
"Nick Gonzales","PIT",134,556,6,67,59,7,0.070143884,0.161870503,0.087301587,0.36185819,0.305555555,0.368705035,0.392857142,0.3411490277206297,0.3267645439946695,111.85044458589812,0.22821305599063635,8.182262449813893,-6.288680791854858,2.0299923818631993,"Nick Gonzales",27490,693304
