Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,AB,H,2B,3B,BB,SO,OPS,NameASCII,PlayerId,MLBAMID
"Adrian Del Castillo","ARI",18,66,3,7,13,0,0.045454545,0.318181818,0.19047619,0.282051282,0.222222222,0.257575757,0.412698412,0.2941787504788601,0.2612671191875751,82.11275101745868,-0.11278460966423154,-1.500409143528337,-0.05826988071203232,0.05753612248079105,63,14,3,0,3,21,0.670274169,"Adrian Del Castillo",29554,680728
"Tristan Peters","CHW",31,83,0,8,5,4,0.072289156,0.240963855,0.040540541,0.388888888,0.283783783,0.345679012,0.324324324,0.3090688431704486,0.28010497858494887,91.6109966189196,0.8760302448645234,0.04934775071917519,2.274035394191742,0.5329272397338435,74,21,1,1,6,20,0.670003336,"Tristan Peters",30063,671976
"Chandler Simpson","TBR",33,142,0,16,7,11,0.049295774,0.098591549,0.038461538,0.330508474,0.3,0.330935251,0.338461538,0.3019113184736787,0.26271142821381055,86.18801490697685,0.763450204860419,-1.565148891646365,1.4679124355316162,0.4978301303969891,130,39,1,2,7,14,0.669396789,"Chandler Simpson",31912,802415
"Francisco Lindor","NYM",24,105,2,14,5,2,0.104761904,0.18095238,0.129032258,0.263888888,0.225806451,0.314285714,0.354838709,0.3049250983056568,0.34075023106166297,93.71661623264387,-0.2618356575258076,-1.0373098814273525,3.0459251403808594,0.5477601154355491,93,21,2,2,11,19,0.669124423,"Francisco Lindor",12916,596019
"Andruw Monasterio","BOS",17,51,1,5,8,1,0.098039215,0.176470588,0.152173913,0.25,0.217391304,0.294117647,0.369565217,0.2989757925856347,0.3417699851241766,80.92915597767382,-0.7700560903176665,-1.9248124679817677,-1.904731661081314,-0.20691363185704284,46,10,4,0,5,9,0.663682864,"Andruw Monasterio",19455,655316
"Agustín Ramírez","MIA",31,129,2,14,14,3,0.100775193,0.217054263,0.115044248,0.285714285,0.230088495,0.317829457,0.345132743,0.2999366521835327,0.2829844355583191,85.65555270491205,0.32653793692588806,-1.8484558037014431,-1.9691692907363176,0.034075345762555144,113,26,5,1,13,28,0.6629622,"Agustin Ramirez",26546,682663
"Eugenio Suárez","CIN",25,100,3,10,11,0,0.09,0.3,0.131868132,0.310344827,0.23076923,0.3,0.362637362,0.29982329964637755,0.27300089413357764,82.01070328023032,0.22605222091078758,-1.8884038518055397,-3.017808675765991,-0.17147268584322786,91,21,3,0,9,30,0.662637362,"Eugenio Suarez",12552,553993
"Jorge Barrosa","ARI",26,76,1,9,7,0,0.052631578,0.289473684,0.202898551,0.282608695,0.20289855,0.256756756,0.405797101,0.2903781613788089,0.22560263968802788,79.53683782221157,0.22660236433148384,-1.6013750290010957,1.0860771834850311,0.1963155661233792,69,14,9,1,4,22,0.662553857,"Jorge Barrosa",23968,678489
"Austin Wells","NYY",26,96,3,8,5,0,0.166666666,0.1875,0.126582279,0.220338983,0.202531645,0.333333333,0.329113924,0.30059937466966347,0.328089847359606,87.30319268441168,-0.16925075557082891,-1.6164090602073509,3.7355673909187317,0.5586492564758554,79,16,1,0,16,18,0.662447257,"Austin Wells",27562,669224
"Marcelo Mayer","BOS",30,97,1,7,7,2,0.072164948,0.175257731,0.104651163,0.289855072,0.244186046,0.3125,0.348837209,0.30025595364471275,0.2912077652780633,81.78812820135822,0.21578287100419402,-1.881594596569704,1.1317743957042694,0.27060170741402506,86,21,6,0,7,17,0.661337209,"Marcelo Mayer",29668,691785
"Nick Fortes","TBR",27,89,1,5,8,0,0.02247191,0.123595505,0.095238096,0.291666666,0.261904761,0.303370786,0.357142857,0.2983124517322926,0.29996908380744164,83.7732198734373,-1.031767591368407,-2.7464063535200207,1.9794009923934937,0.24025128653785136,84,22,5,0,2,11,0.660513643,"Nick Fortes",21538,663743
"J.P. Crawford","SEA",27,115,2,15,7,1,0.173913043,0.156521739,0.096774193,0.232876712,0.204301075,0.356521739,0.301075268,0.31538533853447953,0.3764003619813083,102.58734133841796,-0.5275747086852789,-0.1743087037035969,-1.6300897598266602,0.22776511621938972,93,19,3,0,20,18,0.657597007,"J.P. Crawford",15491,641487
"J.T. Realmuto","PHI",19,68,1,6,5,0,0.073529411,0.176470588,0.083333333,0.291666666,0.25,0.323529411,0.333333333,0.30127216349629793,0.2927181019502528,86.28905055705263,-0.018113609869033098,-1.113988369149122,2.5843579471111298,0.3719743406060392,60,15,2,0,5,12,0.656862744,"J.T. Realmuto",11739,592663
"Pete Crow-Armstrong","CHC",34,140,3,20,13,6,0.071428571,0.278571428,0.118110236,0.317647058,0.236220472,0.302158273,0.354330708,0.29475905713827716,0.30207714136096014,85.30527492138866,0.035243688616901636,-2.382854785644646,7.82497251033783,1.0112954146476643,127,30,4,1,10,39,0.656488981,"Pete Crow-Armstrong",27769,691718
"Michael Busch","CHC",33,145,2,15,17,0,0.117241379,0.227586206,0.120967742,0.274725274,0.217741935,0.317241379,0.338709677,0.3006060649608744,0.2992570811304553,89.26818283025423,-1.090019991621375,-2.919070715062006,0.5070919990539551,0.2293116920023074,124,27,7,1,17,33,0.655951056,"Michael Busch",26319,683737
"Luis Robert Jr.","NYM",24,98,2,10,8,2,0.132653061,0.173469387,0.105882353,0.257575757,0.223529411,0.326530612,0.329411764,0.30443016181186755,0.32452960890166616,93.38116469826365,-0.9475722541101277,-1.7099884831465644,0.5578532367944717,0.2035733471104368,85,19,3,0,13,17,0.655942376,"Luis Robert Jr.",20043,673357
"Matt Chapman","SFG",34,145,1,16,12,0,0.096551724,0.234482758,0.084615384,0.326315789,0.246153846,0.324137931,0.33076923,0.30128043150079664,0.2674764619840609,90.3312587585731,-0.34283928060904145,-1.9907072868072033,2.6918194591999054,0.5457479747160809,130,32,6,1,14,34,0.654907161,"Matt Chapman",16505,656305
"Jorbit Vivas","WSN",28,82,0,12,3,0,0.073170731,0.121951219,0.043478261,0.3,0.260869565,0.35,0.304347826,0.30728351399302484,0.2880855560302734,92.00726887192894,-0.056077619548887014,-0.8264372889887699,1.3480028212070465,0.3213433352430504,69,18,3,0,6,10,0.654347826,"Jorbit Vivas",23917,678391
"Danny Jansen","TEX",23,81,2,6,8,0,0.086419753,0.320987654,0.164383561,0.288888888,0.205479452,0.283950617,0.369863013,0.29391306859475597,0.24697478023576147,83.09187661502135,-0.4346799924969673,-2.060718051793776,0.399944543838501,0.12079885364104481,73,15,4,1,7,26,0.65381363,"Danny Jansen",16535,643376
"Brady House","WSN",32,128,4,14,15,1,0.078125,0.3125,0.13559322,0.31081081,0.228813559,0.2890625,0.364406779,0.2942011118866503,0.3049260973930359,83.14045077499638,-0.8110073613934219,-3.347539739543679,-1.5594850480556488,-0.07993113140172053,118,27,4,0,10,40,0.653469279,"Brady House",29993,691781
"Cal Raleigh","SEA",33,147,7,13,18,2,0.108843537,0.292517006,0.19379845,0.209876543,0.186046511,0.272108843,0.379844961,0.2906364993173249,0.3219405712724543,85.98117658655617,-0.5962583082728088,-3.0429496170778454,4.804675221443176,0.7046652578452633,129,24,4,0,16,43,0.651953804,"Cal Raleigh",21534,663728
"Richie Palacios","TBR",23,63,1,8,5,4,0.158730158,0.206349206,0.081632653,0.25,0.204081632,0.365079365,0.285714285,0.3155003682015434,0.35940786267890307,95.30609905719213,-0.7330723251216114,-1.0841674094885643,-1.5443532913923264,-0.04192782734145285,49,10,1,0,10,13,0.65079365,"Richie Palacios",24589,680700
"Trent Grisham","NYY",33,128,5,18,19,1,0.1640625,0.171875,0.190476191,0.15,0.161904761,0.296875,0.352380952,0.29636075953021646,0.36469948291778564,84.45913439514032,-1.034998010378331,-3.3967563288075504,-0.12586280703544617,0.09959402846823186,105,17,3,1,21,22,0.649255952,"Trent Grisham",18564,663757
"Jake Mangum","PIT",29,79,0,13,3,5,0.088607594,0.215189873,0.028571429,0.358490566,0.271428571,0.346153846,0.3,0.2972783794650784,0.2908487319946289,83.30694109243734,1.2156436555087566,-0.33441273969254137,-1.1583722531795502,0.10677382084609255,70,19,2,0,7,17,0.646153846,"Jake Mangum",26202,663968
"Eli White","ATL",21,53,2,7,9,0,0.037735849,0.188679245,0.18,0.23076923,0.22,0.245283018,0.4,0.27900256863180195,0.27099827100645824,72.34434910459618,0.001734571997076273,-1.7211026096096973,-1.3979625701904297,-0.1436121847543677,50,11,1,1,2,10,0.645283018,"Eli White",19346,642201
"Fernando Tatis Jr.","SDP",32,139,0,12,13,9,0.100719424,0.237410071,0.050420168,0.344444444,0.260504201,0.333333333,0.310924369,0.29304175394294907,0.35888819450879617,86.10365873515832,0.8014080189168453,-1.46897825859291,2.161483883857727,0.5252394055865215,119,31,4,1,14,33,0.644257702,"Fernando Tatis Jr.",19709,665487
"Nolan Gorman","STL",33,126,5,13,21,0,0.087301587,0.277777777,0.151785714,0.253333333,0.214285714,0.277777777,0.366071428,0.282975070476532,0.29534033203125,77.6771151922912,-0.7226250399835408,-4.028644041038861,1.7482525706291199,0.18051362913970065,112,24,2,0,11,35,0.643849205,"Nolan Gorman",22263,669357
"Ben Williamson","TBR",29,96,0,13,10,3,0.09375,0.208333333,0.081395349,0.318181818,0.244186046,0.315789473,0.325581395,0.2939536822469611,0.28899038214432565,80.8485395054534,0.7138354294002056,-1.4690121488704708,-2.668216973543167,-0.0772936246846121,86,21,5,1,9,20,0.641370868,"Ben Williamson",33197,810938
"Josh Bell","MIN",33,135,3,21,17,0,0.103703703,0.185185185,0.117647059,0.25,0.218487394,0.303703703,0.336134453,0.29280135499106513,0.3267047175654659,80.19870354691776,-0.6367171122692525,-3.8105033572027946,-4.049722611904144,-0.31628244910751463,119,26,5,0,14,25,0.639838156,"Josh Bell",13145,605137
"Willi Castro","COL",27,98,1,12,11,2,0.071428571,0.336734693,0.088888889,0.375,0.244444444,0.306122448,0.333333333,0.29195078173462224,0.2737444663534359,67.83039693077009,-0.3279341496527195,-4.0335147153463575,1.2706045508384705,0.03984294357838702,90,22,5,0,7,33,0.639455781,"Willi Castro",17338,650489
"Wyatt Langford","TEX",20,84,1,9,4,3,0.047619047,0.226190476,0.125,0.3,0.2375,0.273809523,0.3625,0.28235276752994176,0.28208114987327937,75.33505770408178,1.1625812710262835,-1.2972746432206614,2.0324071645736694,0.37506181284881984,80,19,3,2,4,19,0.636309523,"Wyatt Langford",33333,694671
"Jake Burger","TEX",34,141,6,13,20,0,0.035460992,0.304964539,0.171641791,0.26744186,0.21641791,0.24822695,0.388059701,0.2793546610690178,0.27366703114611035,73.32336538199439,-0.1573094129562378,-4.623121371818669,-2.4353426098823547,-0.21333306463773144,134,29,5,0,5,43,0.636286651,"Jake Burger",22275,669394
"Dustin Harris","- - -",17,52,0,6,5,4,0.115384615,0.134615384,0.069767442,0.27027027,0.232558139,0.333333333,0.302325581,0.2961934816603567,0.3354020399205825,83.1097523273682,0.687055126298219,-0.3557175452434431,0.24420592188835144,0.17458858860416743,43,10,1,1,6,7,0.635658914,"Dustin Harris",25705,687957
"Vinnie Pasquantino","KCR",32,138,4,14,16,0,0.115942028,0.210144927,0.162393162,0.204545454,0.188034188,0.282608695,0.35042735,0.28396234477775684,0.31669597349305084,72.02590211581371,-0.2634707735851407,-4.846846452291166,-0.039263248443603516,-0.00324616614033868,117,22,3,2,16,29,0.633036045,"Vinnie Pasquantino",27676,686469
"Yoán Moncada","LAA",31,105,3,9,9,0,0.142857142,0.352380952,0.136363637,0.270833333,0.181818181,0.314285714,0.318181818,0.2967498733883812,0.2812535579387958,82.43103639161033,-0.13093118742108345,-2.3211410063205284,-2.1598165575414896,-0.08005353077724114,88,16,1,1,15,37,0.632467532,"Yoan Moncada",17232,660162
"Ketel Marte","ARI",32,136,5,17,11,0,0.073529411,0.205882352,0.142857143,0.236559139,0.214285714,0.272058823,0.357142857,0.2827668588827638,0.3589157216689166,74.3781495198335,-0.14638695819303393,-4.242141135407337,0.8836460113525391,0.10365054956206908,126,27,3,0,10,28,0.62920168,"Ketel Marte",13613,606466
"Jazz Chisholm Jr.","NYY",33,134,3,14,12,9,0.104477611,0.268656716,0.118644068,0.275,0.211864406,0.298507462,0.330508474,0.28825054506757364,0.2810540632768111,79.01728088605833,0.8743477761745453,-2.4638867502707105,1.5841728746891022,0.38969006367558806,118,25,5,0,14,36,0.629015936,"Jazz Chisholm Jr.",20454,665862
"Matt Vierling","DET",27,78,1,7,13,1,0.076923076,0.179487179,0.142857143,0.245614035,0.214285714,0.269230769,0.357142857,0.2769050865601271,0.286178242076527,70.03589614324322,0.5869998154230416,-2.18789276472171,-1.599683552980423,-0.10611057638401157,70,15,7,0,6,14,0.626373626,"Matt Vierling",21558,663837
"Austin Riley","ATL",35,148,4,18,21,3,0.087837837,0.263513513,0.136363636,0.255555555,0.204545454,0.283783783,0.34090909,0.28387759182904215,0.2920436601381044,75.64847808311099,0.7417876422405243,-3.4943718816550122,-0.8376048803329468,0.04396656164268793,132,27,6,0,13,39,0.624692873,"Austin Riley",18360,663586
"Tyler O'Neill","BAL",16,54,1,9,4,0,0.148148148,0.222222222,0.068181818,0.258064516,0.204545454,0.351851851,0.272727272,0.3044781618648105,0.3043369010642723,90.21959856512154,-0.30411779414862394,-0.931165697148203,-1.53244948387146,-0.05734473092113129,44,9,0,0,8,12,0.624579123,"Tyler O'Neill",15711,641933
"Dylan Beavers","BAL",26,95,2,12,10,3,0.105263157,0.231578947,0.108433735,0.266666666,0.216867469,0.29787234,0.325301204,0.28518525907333864,0.30228233337402344,77.27429961652419,0.5475873625837266,-2.015663789205371,-5.077340483665466,-0.3813146881177653,83,18,3,0,10,22,0.623173544,"Dylan Beavers",31695,687637
"Jonathan India","KCR",17,58,2,8,8,0,0.137931034,0.224137931,0.145833334,0.181818181,0.166666666,0.310344827,0.3125,0.2946710350184605,0.2858998528842268,79.21130070576116,0.3439194797538221,-1.0876274508311154,-1.7055812627077103,-0.07654511701671023,48,8,1,0,8,13,0.622844827,"Jonathan India",21523,663697
"David Hamilton","MIL",28,99,0,16,7,7,0.121212121,0.181818181,0.024691358,0.317460317,0.24691358,0.351063829,0.271604938,0.29831179088734566,0.3048626684373425,86.6670605152863,0.7354335053823888,-0.8160443620838729,0.9495332986116409,0.33752545076933815,81,20,2,0,12,18,0.622668767,"David Hamilton",27531,666152
"Sal Frelick","MIL",32,121,3,16,9,1,0.115702479,0.107438016,0.108910891,0.206896551,0.207920792,0.305084745,0.316831683,0.2835671076407799,0.30266394981971156,76.67360341305553,-0.16511639673262835,-3.482666628978042,-1.1024427115917206,-0.07011542842189102,101,21,2,0,14,13,0.621916428,"Sal Frelick",29622,686217
"Yainer Diaz","HOU",26,106,2,7,14,0,0.028301886,0.150943396,0.108910891,0.270588235,0.247524752,0.264150943,0.356435643,0.27285410491925366,0.25752229510613206,68.13768467350553,-1.0758148576132953,-5.085714245162619,-1.6990569829940796,-0.31065377870516375,101,25,5,0,3,16,0.620586586,"Yainer Diaz",23003,673237
"Carlos Narváez","BOS",21,74,2,7,3,1,0.04054054,0.297297297,0.128571429,0.304347826,0.228571428,0.260273972,0.357142857,0.2746011982225392,0.2655802948834145,64.57410489015449,-0.009918143041431904,-3.12237135376047,3.673030123114586,0.32055611176396814,70,16,3,0,3,22,0.617416829,"Carlos Narvaez",19722,665966
"Nick Yorke","PIT",23,78,1,6,6,0,0.089743589,0.192307692,0.088235294,0.264150943,0.220588235,0.307692307,0.308823529,0.2856304385723212,0.32866331247182995,75.41235321323005,0.17472961731255054,-2.0794890939650785,0.5744249783456326,0.10225339518335469,68,15,3,0,7,15,0.616515836,"Nick Yorke",27504,694377
"Kyle Karros","COL",33,115,1,15,4,2,0.165217391,0.226086956,0.063829787,0.275362318,0.212765957,0.339130434,0.276595744,0.293999123055002,0.3568914647687945,69.21869471741189,0.9027944165281951,-3.2579338614585076,0.9840811789035797,0.1451830878680622,94,20,3,0,19,26,0.615726178,"Kyle Karros",33252,691720
"Nathan Lukes","TOR",20,56,0,5,8,0,0.017857142,0.125,0.076923076,0.282608695,0.25,0.285714285,0.326923076,0.27548465558460783,0.2815538304192679,69.93087784745347,-0.5063614528626204,-2.505574399880026,0.6514946222305298,0.011763601457139929,52,13,4,0,1,7,0.612637361,"Nathan Lukes",18123,664770
"Josh Naylor","SEA",32,138,4,8,17,4,0.079710144,0.173913043,0.112,0.234693877,0.216,0.282608695,0.328,0.27477378914826106,0.3127395741260835,75.33749442566038,-1.0954394191503525,-5.136232037141438,-2.029823124408722,-0.23499573345900715,125,27,2,0,11,24,0.610608695,"Josh Naylor",18839,647304
"Jackson Merrill","SDP",32,136,3,19,15,6,0.073529411,0.235294117,0.12195122,0.261363636,0.211382113,0.276119402,0.333333333,0.27341761580087187,0.2990671793619792,72.80306899636032,1.546778209041804,-2.8007588219698043,0.9996577501296997,0.2619549493595726,123,26,6,0,10,32,0.609452735,"Jackson Merrill",29490,701538
"Steven Kwan","CLE",33,145,1,15,9,2,0.110344827,0.117241379,0.064,0.25,0.224,0.319444444,0.288,0.28273155514176906,0.2855100428804438,75.3700080251381,0.038193543907254934,-4.201969454375724,1.2946651289239526,0.22292157247038077,125,28,5,0,16,17,0.607444444,"Steven Kwan",24610,680757
"Darell Hernaiz","ATH",21,57,1,5,4,2,0.122807017,0.140350877,0.06122449,0.25,0.224489795,0.321428571,0.285714285,0.286788315645286,0.25384247303009033,74.11790418138989,0.5561650604940951,-1.1953931524093886,1.5346980690956116,0.2382899785608899,49,11,0,0,7,8,0.607142856,"Darell Hernaiz",26224,687231
"Joc Pederson","TEX",31,93,2,11,6,0,0.129032258,0.236559139,0.089743589,0.25,0.205128205,0.311827956,0.294871794,0.2839198830307171,0.30588416643040156,76.38657280597121,0.12234687153249979,-2.484960616476795,-3.1755828857421875,-0.24286027922470133,78,16,1,0,12,22,0.60669975,"Joc Pederson",11899,592626
"Alex Freeland","LAD",28,92,1,8,6,0,0.076086956,0.29347826,0.085365853,0.327272727,0.231707317,0.288888888,0.31707317,0.27541491256819833,0.3003686481051975,70.90085646075566,-0.2421236182563007,-3.3888031570844346,1.1598299443721771,0.07448228183873248,82,19,4,0,7,27,0.605962058,"Alex Freeland",31665,690976
"Salvador Perez","KCR",33,139,5,13,13,0,0.028776978,0.208633093,0.152671755,0.224489795,0.20610687,0.244604316,0.358778625,0.26428565814875177,0.28369347945503565,58.823088963044725,-0.7774970107711852,-7.572956747758239,-2.1458194255828857,-0.490896661195328,131,27,5,0,4,29,0.603382941,"Salvador Perez",7304,521692
"Kyle Stowers","MIA",12,53,0,6,1,0,0.113207547,0.245283018,0.065217391,0.303030303,0.217391304,0.320754716,0.282608695,0.2776054178292935,0.3052317179166354,70.52018297013456,-0.28119127778336406,-2.1176667625985663,-0.40226197242736816,-0.08271177541229213,46,10,3,0,6,13,0.603363411,"Kyle Stowers",26151,669065
"Tyler Stephenson","CIN",27,93,2,5,6,0,0.129032258,0.279569892,0.125,0.245283018,0.1875,0.29032258,0.3125,0.2784113095652673,0.34271138647328253,67.49836681489421,-0.25444430066272616,-3.8072594751940487,-0.8709447383880615,-0.17120235919990384,80,15,4,0,12,26,0.60282258,"Tyler Stephenson",17988,663886
"Jacob Young","WSN",33,119,2,11,15,1,0.042016806,0.201680672,0.098214285,0.279069767,0.232142857,0.27118644,0.330357142,0.27102252739970967,0.29924618995795815,67.43077523383992,0.33847045386210084,-4.217059060952013,-0.3878776729106903,-0.07867540291515686,112,26,5,0,5,24,0.601543582,"Jacob Young",29931,696285
"Bo Bichette","NYM",34,150,2,16,15,1,0.053333333,0.193333333,0.078571429,0.288288288,0.242857142,0.28,0.321428571,0.27057495633761086,0.3187842051188151,70.4352296831459,-0.374347407836467,-5.58689760716432,2.1959734857082367,0.14616629906883716,140,34,5,0,8,29,0.601428571,"Bo Bichette",19612,666182
"Matt McLain","CIN",34,143,2,13,9,5,0.125874125,0.258741258,0.097560975,0.261904761,0.195121951,0.307692307,0.292682926,0.283188906582919,0.3089276971951337,70.73646356131084,-0.25064300559461117,-5.169308949741074,0.8901777565479279,0.03297670435770955,123,24,6,0,18,37,0.600375233,"Matt McLain",29695,680574
"Royce Lewis","MIN",22,84,3,7,10,2,0.107142857,0.297619047,0.148648649,0.217391304,0.175675675,0.273809523,0.324324324,0.27528925027166096,0.2940817333403088,68.44829806039665,0.4310427801683545,-2.715635597973812,-2.02614364027977,-0.18164971922327489,74,13,2,0,9,25,0.598133847,"Royce Lewis",20437,668904
"Lenyn Sosa","- - -",25,77,1,8,9,0,0,0.22077922,0.12,0.293103448,0.24,0.236842105,0.36,0.2589682081812306,0.2642763162914075,58.70485368537258,0.1541537824086845,-3.62104664648081,-1.4780151098966599,-0.24299455877676882,75,18,6,0,0,17,0.596842105,"Lenyn Sosa",22896,672820
"Luis García Jr.","WSN",33,112,1,14,16,2,0.035714285,0.169642857,0.102803739,0.272727272,0.233644859,0.258928571,0.336448598,0.2638172246515751,0.3025074351917614,62.54726009024811,-0.2959458972327411,-5.226390679190867,-2.9656600952148438,-0.4662007363550632,107,25,6,1,4,19,0.595377169,"Luis Garcia Jr.",20391,671277
"Ramón Urías","STL",25,68,2,9,5,0,0.088235294,0.176470588,0.157894737,0.159090909,0.157894736,0.279411764,0.315789473,0.2766095855656792,0.3072036013883703,73.36280071515105,-0.46116442512720823,-2.590195275663593,-1.1399440318346024,-0.15664167445041938,57,9,3,0,6,12,0.595201237,"Ramon Urias",18795,602104
"Andrew Benintendi","CHW",32,108,2,11,15,0,0.055555555,0.351851851,0.15,0.29032258,0.2,0.24074074,0.35,0.2589316539190434,0.2907170447233681,57.96956327335071,0.22594299027696252,-5.163426226740132,-3.850632071495056,-0.5301031733529376,100,20,5,2,6,38,0.59074074,"Andrew Benintendi",17901,643217
"Bryson Stott","PHI",28,106,2,8,11,6,0.056603773,0.179245283,0.12371134,0.236842105,0.206185567,0.259615384,0.329896907,0.26513755837312114,0.2902740698594313,61.79821408631167,1.6369736646302044,-3.1226653274010543,2.4591012001037598,0.27941344465346807,97,20,2,2,6,19,0.589512291,"Bryson Stott",26294,681082
"Ryan McMahon","NYY",32,90,2,8,8,1,0.111111111,0.311111111,0.1,0.28,0.2,0.288888888,0.3,0.27361794710159304,0.29756156073676215,69.1989887860231,-0.013464958406984806,-3.304691400830055,0.8822481334209442,0.07555647536782316,80,16,2,0,10,28,0.588888888,"Ryan McMahon",15112,641857
"Evan Carter","TEX",34,121,3,11,9,5,0.132231404,0.231404958,0.13,0.2,0.17,0.288135593,0.3,0.27495086748721237,0.30925459780935516,70.36847440262426,1.0760119925253093,-3.1808508919240133,2.117074102163315,0.3244997725412961,100,17,4,0,16,28,0.588135593,"Evan Carter",27790,694497
"Kyle Higashioka","TEX",15,54,1,5,4,0,0.111111111,0.277777777,0.083333333,0.28125,0.208333333,0.296296296,0.291666666,0.27455687522888184,0.2929578533879033,70.10411047446638,-0.49988966155797243,-2.4165957354458154,-0.5510179400444031,-0.10857465507073755,48,10,1,0,6,15,0.587962962,"Kyle Higashioka",5517,543309
"TJ Friedl","CIN",32,134,2,13,7,4,0.074626865,0.21641791,0.101694915,0.252873563,0.20338983,0.282442748,0.305084745,0.27153502393314854,0.2544400072473241,62.837848556336866,0.9304767590947449,-4.92267964528708,0.9544082870706916,0.035124057903711266,118,24,6,0,10,29,0.587527493,"TJ Friedl",19522,670770
"Brett Baty","NYM",31,108,1,12,12,2,0.083333333,0.277777777,0.094736842,0.287878787,0.210526315,0.280373831,0.305263157,0.2669249149126427,0.2896155776264511,67.96135270716674,0.32195382937788963,-3.745123302989315,-2.934891939163208,-0.32559605280809834,95,20,4,1,9,30,0.585636988,"Brett Baty",26123,683146
"Owen Caissie","MIA",31,101,2,10,15,1,0.04950495,0.425742574,0.130434782,0.34,0.206521739,0.247524752,0.336956521,0.2578115681610485,0.2783105087280273,57.10456838962577,0.7069401503540576,-4.385394049585695,-3.183805465698242,-0.4388849770883827,92,19,6,0,5,43,0.584481273,"Owen Caissie",27496,683357
"Victor Caratini","MIN",25,101,1,6,13,0,0.08910891,0.168316831,0.048192771,0.246376811,0.216867469,0.316831683,0.26506024,0.2759228649705944,0.34198005600730974,68.87344567994224,-1.4456110121682286,-5.178135798711486,0.7480700612068176,-0.0891823310258284,83,18,1,0,9,17,0.581891923,"Victor Caratini",14968,605170
"Willy Adames","SFG",33,140,3,12,6,0,0.042857142,0.307142857,0.15037594,0.264367816,0.195488721,0.235714285,0.345864661,0.25802362859249117,0.26559644426618306,61.01323293089125,-1.6373258349485695,-8.052814485595114,-1.1855729818344116,-0.48093358151312704,133,26,11,0,6,43,0.581578946,"Willy Adames",15986,642715
"Luke Keaschall","MIN",34,143,1,14,15,7,0.069930069,0.16083916,0.076923077,0.259259259,0.223076923,0.279720279,0.3,0.26438277001147503,0.2766501466992875,61.13018481579502,1.6704455614089966,-4.928868431541659,-0.5852916836738586,-0.049208342353080144,130,29,7,0,10,23,0.579720279,"Luke Keaschall",33321,807712
"Logan O'Hoppe","LAA",26,93,1,9,8,0,0.118279569,0.247311827,0.051282051,0.272727272,0.205128205,0.322580645,0.256410256,0.27957232664990167,0.2899878336035687,70.90511516883741,-0.9559697899967432,-4.16851960158195,-0.475798636674881,-0.13956405163103722,78,16,1,0,11,23,0.578990901,"Logan O'Hoppe",24729,681351
"Davis Schneider","TOR",27,65,1,13,7,0,0.215384615,0.307692307,0.117647059,0.2,0.137254901,0.323076923,0.25490196,0.28516540435644294,0.3024054894080529,76.42654043655166,0.19480576226487756,-1.6244215133575772,0.1183742880821228,0.07931911025559518,51,7,3,0,14,20,0.577978883,"Davis Schneider",23565,676914
"Brenton Doyle","COL",33,98,1,14,3,7,0.091836734,0.346938775,0.06741573,0.333333333,0.213483146,0.285714285,0.280898876,0.2635392911580144,0.2538219652677837,48.57403126052785,0.560473021119833,-5.3632267498366,-0.3555346429347992,-0.26061040277641423,89,19,3,0,9,34,0.566613161,"Brenton Doyle",25479,686668
"Matt Wallner","MIN",29,117,3,12,8,0,0.085470085,0.358974358,0.116504854,0.258620689,0.174757281,0.273504273,0.291262135,0.2644465479076418,0.2939714611086071,61.172978994624174,-0.4116719728335738,-5.805166118962362,-2.7017226219177246,-0.4463718688248953,103,18,3,0,10,42,0.564766408,"Matt Wallner",26466,670242
"Alek Thomas","ARI",25,92,2,10,10,4,0.032608695,0.228260869,0.160919541,0.21875,0.183908045,0.219780219,0.344827586,0.24910120518652948,0.2839117157325316,51.5606864108694,0.556844593025744,-4.681213246725888,1.2583641409873962,-0.04687159543430899,87,16,8,0,3,21,0.564607805,"Alek Thomas",23792,677950
"Kyle Manzardo","CLE",31,107,2,5,10,0,0.084112149,0.327102803,0.084210526,0.288135593,0.2,0.280373831,0.284210526,0.2626565605680519,0.2853740296273861,61.89993517207256,-1.1833807891234756,-6.023541383742816,-1.549680233001709,-0.3872219282731253,95,19,2,0,9,35,0.564584357,"Kyle Manzardo",29794,700932
"Josh Smith","TEX",31,108,0,6,6,2,0.129629629,0.185185185,0.02173913,0.273972602,0.217391304,0.324074074,0.239130434,0.2686855347357064,0.30700650896344867,66.16451368415038,0.23761408030986786,-4.100954409458484,-1.823996126651764,-0.21610470296094686,92,20,2,0,14,20,0.563204508,"Josh Smith",26396,669701
"Rafael Devers","SFG",34,140,2,9,12,0,0.057142857,0.307142857,0.091603053,0.298850574,0.213740458,0.257142857,0.305343511,0.25064114829619155,0.26304477194081183,56.0096327235882,-0.6717600454576313,-7.91061884847981,-3.990968704223633,-0.7516398234179399,131,28,6,0,8,43,0.562486368,"Rafael Devers",17350,646240
