Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Kenley Jansen","BOS",4,2,27,54,0,54.2,10.207317548022273,3.2926830800071847,0.658536616001437,0.2595419847328244,0.73033708,0.305970149,0.055555555,,3.2926830800071847,3.3310303665253325,3.001845624289436,4.042051866241064,1.4145267009735107,"Kenley Jansen",3096,445276
"Justin Martinez","ARI",5,6,8,64,0,72.2,11.27064377959978,4.458716220501012,0.24770645669450067,0.3220338983050847,0.7537155,0.588571428,0.064516129,100.63514655363475,2.4770645669450064,3.093809841432485,2.588498046002627,2.8757310301507397,1.3910722732543945,"Justin Martinez",24453,679885
"Calvin Faucher","MIA",2,3,6,53,0,53.2,10.565218642953747,4.360248963758689,0,0.34507042253521125,0.6835443,0.464285714,0,96.16922729863222,3.186335781208273,3.7041796736639094,2.495672245403843,3.7635055312544816,1.3354021310806274,"Calvin Faucher",20116,676534
"Declan Cronin","MIA",3,4,0,56,0,70.1,9.213271807859847,3.1990527110624467,0.12796210844249786,0.3645320197044335,0.61776062,0.576354679,0.020833333,93.99001593338816,4.350711687044928,3.6273799612429385,2.5835412842739713,3.4305993070637726,1.313233494758606,"Declan Cronin",25645,686539
"Jason Adam","- - -",7,2,4,74,0,73.2,9.895928455881702,2.8099549936454213,0.6108597812272656,0.20958083832335328,0.79032258,0.429411764,0.073529411,95.55576760165663,1.9547512999272498,3.2366074427081823,3.0307331602392917,3.5440803306491606,1.2961198687553406,"Jason Adam",11861,592094
"Kevin Ginkel","ARI",8,3,5,72,0,70,9.90000215802921,1.9285718489667292,0.7714287395866917,0.33157894736842103,0.71246819,0.438144329,0.086956521,96.1226097020934,3.2142864149445485,3.234488756348698,2.852193995495217,3.2283166493307176,1.2588701248168945,"Kevin Ginkel",19876,656464
"Nick Martinez","CIN",5,2,0,26,0,53.1,7.762500740289759,1.0125000965595337,0.6750000643730225,0.24324324324324326,0.84158416,0.427631578,0.066666666,92.74185505319149,1.856250177025812,2.5224304598179157,2.753979738950726,3.47998926518799,1.2348487377166748,"Nick Martinez",12730,607259
"Jhoan Duran","MIN",6,9,23,58,0,54.1,10.932516360840252,2.4846628092818754,0.6625767491418334,0.32116788321167883,0.61514196,0.608695652,0.137931034,100.42614032033426,3.644172120280084,2.816137326162552,2.8535963134172624,2.7035639763129105,1.193232536315918,"Jhoan Duran",21029,661395
"Clay Holmes","NYY",3,5,30,67,0,63,9.714287478907899,3.1428577137643203,0.5714286752298764,0.3218390804597701,0.70528967,0.649717514,0.117647058,97.45304870605469,3.1428577137643203,3.252546246439863,3.023622609482326,3.014230319070536,1.1604137420654297,"Clay Holmes",13649,605280
"Joe Mantiply","ARI",6,2,1,73,0,58,8.224141176476778,2.7931045505015475,0.15517247502786374,0.30303030303030304,0.63609467,0.5398773,0.019230769,89.42090561810662,3.8793118756965934,3.3178131668695285,2.494065719835719,3.6255219788101267,1.1600935459136963,"Joe Mantiply",14857,573009
"Will Vest","DET",3,4,2,69,0,70.1,8.06161370635949,2.303318201816997,0.38388636696949946,0.2871287128712871,0.75835476,0.485294117,0.053571428,96.27974390360983,2.815166691109663,3.907440115921077,2.8252474520946844,3.474619261951478,1.1541478633880615,"Will Vest",19769,676684
"Dennis Santana","- - -",3,1,3,62,0,71.2,8.665117970245674,2.6372098170312923,0.5023256794345319,0.2804232804232804,0.64136126,0.361256544,0.050632911,95.70514166845034,3.893024015617622,3.262653122309772,3.012991376240355,3.954135710038356,1.1523423865437508,"Dennis Santana",17878,642701
"Mark Leiter Jr.","- - -",4,5,0,60,0,58,13.344831096999359,3.4137940015579753,1.2413796369301728,0.34306569343065696,0.66860465,0.458333333,0.166666666,91.8655029296875,4.500001183871877,3.414261261580962,3.287169465213562,2.7453831761040255,1.1324023008346558,"Mark Leiter Jr.",15551,643410
"Carlos Estévez","- - -",4,5,26,54,0,55,8.181818465556004,1.9636364317334412,0.8181818465556004,0.22916666666666666,0.75,0.32885906,0.067567567,96.92242747758964,2.4545455396668014,3.225368687785824,3.2392070535391824,4.091727484202306,1.1321791857481003,"Carlos Estevez",14542,608032
"Derek Law","WSN",7,4,1,75,0,90,7.6000012885201835,2.4000004069011105,0.7000001186794906,0.2918287937743191,0.781893,0.484732824,0.09589041,95.47489627471751,2.6000004408095365,3.718464246647318,3.3220353602185706,3.5373311039891107,1.1202858686447144,"Derek Law",13133,571882
"Adrian Morejon","SDP",3,2,2,60,0,63.2,10.036652021021185,2.968587217485139,0.5654451842828836,0.33714285714285713,0.76826196,0.514124293,0.070175438,96.95414881552419,2.8272259214144184,3.2985651187056733,2.789516322101206,3.326445464190468,1.1192816495895386,"Adrian Morejon",20039,670970
"Alex Vesia","LAD",5,4,5,67,0,66.1,11.804022363254866,4.4773877929587425,0.9497489257791272,0.1925925925925926,0.83916084,0.220588235,0.079545454,93.43581713623395,1.7638194335898076,2.7080762583495566,3.4529119940009605,4.086933317762603,1.1170735359191895,"Alex Vesia",25007,681911
"Aaron Bummer","ATL",4,3,0,56,0,55.1,11.222894145297808,2.9277115161646456,0.3253012795738495,0.38562091503267976,0.72890026,0.597315436,0.071428571,93.72344970703125,3.5783140753123446,2.8104488916814727,2.226720526187563,2.521953763445943,1.0976227521896362,"Aaron Bummer",16258,607481
"John Schreiber","KCR",4,3,2,59,0,51.2,8.012904803448054,3.483871653673067,0.17419358268365334,0.30718954248366015,0.69405099,0.513157894,0.020408163,93.01751569634703,3.65806523635672,3.3550770332878908,3.0309958806469535,4.213352472887431,1.0963646173477173,"John Schreiber",20020,670167
"Aroldis Chapman","PIT",5,5,14,68,0,61.2,14.302704177310446,5.691892478725586,0.7297298049648187,0.32231404958677684,0.69230769,0.448,0.106382978,97.87747637599469,3.7945949858170573,2.976871813829896,3.0367500351849386,3.1350915873633136,1.0912429094314575,"Aroldis Chapman",10233,547973
"Edwin Díaz","NYM",6,4,20,54,0,53.2,14.086958190604996,3.354037664429761,1.1739131825504163,0.28431372549019607,0.73170732,0.440366972,0.155555555,97.59613669397463,3.521739547651249,2.483024330124616,3.017411437648472,2.5895923487040653,1.0761754512786865,"Edwin Diaz",14710,621242
"Fernando Cruz","CIN",3,8,0,66,0,60.2,14.093409842763801,5.043957206883887,1.038461777887859,0.3333333333333333,0.68733154,0.346153846,0.14893617,94.79217215823263,4.895605524328478,4.195148795856953,3.2653808999934006,2.9367719521269335,1.0552164316177368,"Fernando Cruz",7048,518585
"Blake Treinen","LAD",7,3,1,50,0,46.2,10.800000588553324,2.1214286870372603,0.9642857668351182,0.2545454545454545,0.8974359,0.447368421,0.111111111,94.19412157012195,1.9285715336702365,2.4293812344523458,2.9950511975191074,3.0602021642120674,1.0153526067733765,"Blake Treinen",12572,595014
"Tyler Holton","DET",7,1,8,57,0,77.1,7.215518427802518,1.6293106127296009,0.6982759768841147,0.19306930693069307,0.75091575,0.475728155,0.077922077,92.0664363908179,2.3275865896137153,2.8096633991354856,3.269928071161516,3.7667985918139184,1.0093960762023926,"Tyler Holton",26231,663947
"Trevor Megill","MIL",1,3,21,48,0,46.1,9.712231281992004,2.7194247589577607,0.7769785025593603,0.2543859649122807,0.75471698,0.333333333,0.068965517,98.8547137605042,2.7194247589577607,2.8903740815458505,3.1017315697431815,3.8721594434007445,0.9825382828712463,"Trevor Megill",17722,656730
"Luke Weaver","NYY",7,3,4,62,0,84,11.035716290376989,2.7857147917456477,1.0714287660560182,0.22340425531914893,0.79411765,0.364102564,0.109890109,95.77221421142208,2.8928576683512492,3.3007142521648434,3.3331464752318425,3.423536550772711,0.9817817211151123,"Luke Weaver",16918,596133
"Tim Herrin","CLE",5,1,0,75,0,65.2,9.319799480867971,3.426396867966166,0.2741117494372933,0.2356687898089172,0.78549849,0.496774193,0.039215686,95.62600038109755,1.9187822460610529,3.2720974117474673,2.8619111678039135,3.6402732374534814,0.9686737060546875,"Tim Herrin",25139,682120
"Josh Hader","HOU",8,8,34,71,0,71,13.30986058515743,3.1690144250374837,1.521126924017992,0.22962962962962963,0.68965517,0.303448275,0.157894736,,3.80281731004498,2.696703568328289,3.5045079836271267,2.925812694299904,0.9495227932929993,"Josh Hader",14212,623352
"Dedniel Núñez","NYM",2,0,1,25,0,35,12.342859833387067,2.057143305564511,0.7714287395866917,0.27631578947368424,0.75539568,0.525641025,0.107142857,96.4945122722672,2.314286218760075,2.354676524560921,2.2236224299060607,2.318943461376176,0.9354884624481201,"Dedniel Nunez",23055,673380
"Tanner Banks","- - -",2,1,2,61,0,68.2,9.43689433977096,3.2766994235315834,0.78640786164758,0.30851063829787234,0.65375303,0.502590673,0.092307692,93.65247678894927,3.669903354355373,3.423405138233422,3.384926406525234,3.6802742052464468,0.9208865910768509,"Tanner Banks",16990,621383
"Kris Bubic","KCR",1,1,1,27,0,30.1,11.571429784107186,1.4835166389881007,0.5934066555952403,0.32,0.67375887,0.561643835,0.105263157,93.16292081823671,2.6703299501785813,1.8650076644290685,1.9466994306773566,2.036638771472684,0.9188834428787231,"Kris Bubic",21455,663460
"Reed Garrett","NYM",8,5,4,53,0,57.1,13.02907179019623,4.709303056697433,0.9418606113394866,0.3492063492063492,0.73369565,0.442748091,0.130434782,96.95459276758982,3.7674424453579465,3.166337219041949,3.3060146836734225,3.1586725681162053,0.9044510722160339,"Reed Garrett",16866,657585
"Chris Martin","BOS",3,1,2,45,0,44.1,10.150376230982049,0.6090225738589229,1.0150376230982048,0.35294117647058826,0.67391304,0.462809917,0.131578947,94.89652286022168,3.4511279185338966,3.37153736872868,2.7830211206749174,2.6128629075936445,0.8968307375907898,"Chris Martin",11847,455119
"Porter Hodge","CHC",3,1,9,39,0,43,10.88372286130734,3.9767448916315287,0.41860472543489774,0.18888888888888888,0.80110497,0.413043478,0.055555555,,1.8837212644570398,2.709152392816433,2.7478750528548974,3.409091510265791,0.8960046768188477,"Porter Hodge",26413,687863
"Evan Phillips","LAD",5,1,18,61,0,54.2,10.37195242578837,2.7987808133079732,0.9878049929322258,0.2978723404255319,0.625,0.397260273,0.101694915,96.25171991604478,3.6219516407514947,3.2622324121052926,3.2762358886155982,3.481269375273975,0.8947124481201172,"Evan Phillips",17734,623465
"Robert Suarez","SDP",9,3,36,65,0,65,8.169231728096799,2.2153848754160808,0.9692308829945353,0.2556818181818182,0.80756014,0.417582417,0.094594594,99.23254751461988,2.769231094270101,3.0362601311122615,3.4895567392879734,3.8109201933222305,0.8877625465393066,"Robert Suarez",30115,663158
"Ryan Thompson","ARI",7,5,2,67,0,66.1,7.0552777343592314,2.035176269526701,0.6783920898422336,0.2964824120603015,0.73972603,0.614213197,0.111111111,92.50521484375,3.256282031242722,3.976426872715763,3.302158196258242,3.347993053486448,0.8844500780105591,"Ryan Thompson",16647,657044
"Anthony Bender","MIA",5,2,1,59,0,53,10.018870087865453,3.0566044335860703,0.509434072264345,0.3263888888888889,0.69321534,0.5,0.073170731,95.77737630208334,4.07547257811476,3.385336574277247,2.9211967064588142,3.3550146238125613,0.8830666542053223,"Anthony Bender",19742,669622
"Bryan Abreu","HOU",3,3,1,78,0,78.1,11.834043321587961,3.6765959834059685,1.0340426203329287,0.2857142857142857,0.82938389,0.404371584,0.116883116,96.89746418189368,3.102127860998786,3.253697061877807,3.4856287351826745,3.478283806353638,0.8758917450904846,"Bryan Abreu",16609,650556
"Michael Soroka","CHW",0,5,0,16,0,36,15.000001589457362,5.000000529819121,0.7500000794728682,0.30434782608695654,0.71770335,0.264705882,0.078947368,94.03900390625,2.7500002914005166,2.658424323981267,2.749813067471535,3.262488661697455,0.8705796003341675,"Michael Soroka",18383,647336
"Ryan Pressly","HOU",2,3,4,59,0,56.2,9.211765739414634,2.8588238501631626,0.6352941889251472,0.3333333333333333,0.7320442,0.487804878,0.085106382,93.94649767801857,3.4941180390883098,3.909386365269461,3.0958915350758898,3.4323220744534573,0.855274498462677,"Ryan Pressly",7005,519151
"Devin Williams","MIL",1,0,14,22,0,21.2,15.784615847796392,4.569230903309482,0.41538462757358924,0.25,0.92592593,0.432432432,0.071428571,94.68864010167464,1.2461538827207677,2.101044831657164,2.058787438093557,2.4357774962530936,0.8337991833686829,"Devin Williams",15816,642207
"Hoby Milner","MIL",5,1,1,60,0,62.2,8.904257848609962,2.0106388690409593,0.8617023724461254,0.3107344632768362,0.58309038,0.517045454,0.117647058,88.91547416460396,4.73936304845369,3.2551806924007622,3.198394680972985,3.1842313054173452,0.8079792857170105,"Hoby Milner",13346,571948
"José Leclerc","TEX",6,5,1,64,0,66.2,12.015001833343785,4.320000659179788,0.9450001441955787,0.3141025641025641,0.71776156,0.352201257,0.102941176,95.58239483890215,4.320000659179788,3.57887119966856,3.481479826354988,3.658728427747282,0.8075965046882629,"Jose Leclerc",14524,600917
"Dylan Lee","ATL",4,2,0,52,0,59.2,11.463689105273899,2.5642462472323193,1.0558661018015434,0.3,0.83629893,0.351724137,0.106060606,92.5487733004386,2.1117322036030868,2.615517568324432,2.998881984353042,3.1462432632862205,0.7830778956413269,"Dylan Lee",19996,669276
"Nick Mears","- - -",1,5,0,54,0,57.2,11.705204957694143,3.7456655864621258,1.0924857960514534,0.36,0.59840426,0.407643312,0.111111111,96.85981674071083,5.930637178565033,3.223688749184906,3.3919133552527936,3.4657260238195904,0.7764229327440262,"Nick Mears",25376,683232
"Kevin Kelly","TBR",5,2,1,68,0,70.2,8.023586926914017,1.1462267038448595,0.8915096585460018,0.26804123711340205,0.75949367,0.567839195,0.129629629,92.21830055930398,2.6745289756380055,3.3512266909446633,3.2655364070171284,3.133203174661399,0.7703973054885864,"Kevin Kelly",25679,687330
"Tony Santillan","CIN",3,3,0,28,0,29,14.275864885763935,2.482759110567641,1.2413795552838205,0.2833333333333333,0.76923077,0.306451612,0.137931034,97.21151394314236,3.103448888209551,2.427776460336045,2.614755531496986,2.333660433979575,0.7674452662467957,"Tony Santillan",19926,663574
"Ryan Fernandez","STL",1,6,2,62,0,66.2,9.585001462555155,4.320000659179788,0.5400000823974735,0.3068181818181818,0.71759259,0.429378531,0.06779661,95.79663294604701,3.5100005355835777,3.459427634872115,3.3464798057556195,3.904607330425473,0.7444950938224792,"Ryan Fernandez",24862,681676
"Bryan Hudson","MIL",6,1,0,43,0,62.1,8.951872388207125,2.454545654830986,1.0106952696362883,0.14788732394366197,0.94240838,0.412162162,0.116666666,91.43294404517454,1.7326204622336372,2.9919649405918816,3.5996348938482043,3.5951510064231633,0.7269054055213928,"Bryan Hudson",19924,663542
"Grant Holmes","ATL",1,1,0,19,0,34.2,7.788462109819713,1.5576924219639428,0.2596154036606571,0.31683168316831684,0.73232323,0.425742574,0.027027027,94.85352612567205,3.1153848439278855,3.8003501483945645,2.503018191157005,3.7417964848277308,0.7208399176597595,"Grant Holmes",16944,656550
"Cionel Pérez","BAL",2,0,2,62,0,53.2,7.714287176530196,4.695653063974902,0,0.29559748427672955,0.6375,0.557692307,0,96.52188621411483,4.527951168832941,3.5820497780694214,3.2969145856224316,4.592922036613899,0.7190252542495728,"Cionel Perez",19614,672335
"Andrew Nardi","MIA",3,2,0,59,0,49.2,12.684566356390905,3.2617456345005182,1.2684566356390905,0.32456140350877194,0.63909774,0.316666666,0.114754098,94.23304219600726,5.073826542556362,2.8087916579435905,3.327553636783648,3.3523693354139605,0.7101933360099792,"Andrew Nardi",25942,677053
"Michel Otañez","OAK",1,0,1,36,0,34,14.558826796324515,5.2941188350270965,0.5294118835027096,0.352112676056338,0.74152542,0.383561643,0.0625,98.09764840612449,3.441177242767613,2.519196050275536,2.7253032087042035,3.3836642093511315,0.6855605244636536,"Michel Otanez",22533,671305
"Hunter Harvey","- - -",2,4,1,49,0,50.2,9.769738435828055,2.842105726786343,0.8881580396207321,0.3333333333333333,0.67692308,0.44680851,0.116279069,97.96389996963339,4.440790198103661,5.124334279136306,3.521742994138088,3.5220659178922187,0.6854808628559113,"Hunter Harvey",15507,640451
"Jesus Tinoco","- - -",1,0,3,32,0,40.2,9.295083202427836,2.655738057836525,0.6639345144591312,0.23529411764705882,0.71428571,0.466666666,0.073170731,96.64663668032046,3.319672572295656,3.251662032901145,3.166479778289795,3.731865377728999,0.6832907497882843,"Jesus Tinoco",16300,622786
"Tyler Ferguson","OAK",4,2,2,48,0,51.1,10.870130947175554,4.207792624713117,0.7012987707855196,0.24347826086956523,0.66793893,0.372881355,0.078431372,96.08382985561708,3.681818546623978,3.6890386220140585,3.283362906754048,3.7725661120566074,0.6693741679191589,"Tyler Ferguson",19481,621053
"Drew Rasmussen","TBR",0,2,1,12,0,21.2,12.04615526007494,2.492307984843091,0,0.3333333333333333,0.75,0.592592592,0,97.62087595548562,2.492307984843091,1.8467168486948828,1.3203257154430605,2.3671008887699037,0.6664817929267883,"Drew Rasmussen",25385,656876
"Jacob Webb","BAL",2,5,2,60,0,56.2,9.211766979653678,4.288236352597402,0.6352942744588744,0.24489795918367346,0.72115385,0.34,0.0625,93.54853562801932,3.0176478036796532,3.41162230705086,3.5194210418780587,4.309454260382244,0.6643909215927124,"Jacob Webb",19274,657097
"Hunter Stratton","PIT",2,1,1,36,0,37.2,7.8849578816798065,1.6725668233866258,0.7168143528799824,0.30357142857142855,0.70093458,0.378378378,0.068181818,95.57860456194196,3.584071764399912,3.30214933393648,3.2461258174986822,3.9769676929394824,0.6573249697685242,"Hunter Stratton",23455,676702
"Huascar Brazobán","- - -",1,3,0,39,0,51.2,8.883872716866321,4.354839567091334,0.3483871653673067,0.2647058823529412,0.63291139,0.456521739,0.046511627,96.63614992751289,3.8322588190403737,3.641905228013818,3.3213185184530425,4.076474050376518,0.6459665764123201,"Huascar Brazoban",6107,623211
"Jared Koenig","MIL",9,4,1,49,0,56,8.839286918542987,3.5357147674171947,0.64285723043949,0.2929936305732484,0.76704545,0.464968152,0.068965517,96.13403930664063,2.7321432293678325,3.6739708427577686,3.523622684089512,4.1610600488061085,0.6408897638320923,"Jared Koenig",27517,657649
"Brant Hurter","DET",5,1,0,9,0,40.1,7.586777098688081,0.8925620116103625,0.8925620116103625,0.23214285714285715,0.80985915,0.548672566,0.105263157,92.30754538143383,2.454545531928497,2.1472729659635035,3.0673062214441993,3.2025868728933524,0.6376425623893738,"Brant Hurter",30133,676428
"Jose A. Ferrer","WSN",1,0,1,31,0,32,7.031251676381034,1.6875004023314482,0.28125006705524136,0.2736842105263158,0.68452381,0.572916666,0.04,98.43917262300532,3.3750008046628963,2.7732769098146908,2.7602296814322242,3.5352364335690663,0.6362960338592529,"Jose A. Ferrer",24017,678606
"Ian Hamilton","NYY",0,1,1,35,0,37.2,9.796462822693094,3.3451336467732515,0.4778762352533216,0.33980582524271846,0.72265625,0.438095238,0.058823529,96.42869668111314,3.823009882026573,3.759959653095221,3.033736379608317,3.708292822267249,0.6335269808769226,"Ian Hamilton",19261,641656
"Anthony Banda","LAD",3,1,2,46,0,47.2,9.062938997055587,3.398602123895845,0.7552449164212989,0.2890625,0.77617329,0.4453125,0.086956521,96.12387733759843,3.0209796656851955,3.31752506664105,3.50214418558815,3.870376152694202,0.6298620104789734,"Anthony Banda",14706,607455
"Jalen Beeks","- - -",7,4,10,71,0,70,7.071430305559233,3.471429422729078,0.7714287606064618,0.3212669683257919,0.65922921,0.450892857,0.073170731,94.72973188920454,4.500001103537694,3.8002256168230515,3.995051410052291,4.651975704152948,0.6291933953762054,"Jalen Beeks",17192,656222
"Andrés Muñoz","SEA",3,7,22,60,0,59.1,11.679777033054464,3.9438208163560526,0.910112496082166,0.20833333333333334,0.85271318,0.523809523,0.162162162,98.56423539959016,2.1235958241917205,2.9152054241927443,3.3518730645287547,2.9801479137674898,0.6240898370742798,"Andres Munoz",20373,662253
"Michael Tonkin","- - -",4,4,2,57,0,79.1,9.64285915209937,3.4033620536821303,0.680672410736426,0.3033175355450237,0.65261044,0.410138248,0.08,93.22137601163752,3.6302528572609387,4.329451045624828,3.443790760441672,3.890017287873473,0.6205148547887802,"Michael Tonkin",10315,543859
"Yennier Cano","BAL",4,3,5,70,0,60,9.750003099442514,3.6000011444095437,0.9000002861023859,0.3137254901960784,0.77903683,0.628930817,0.181818181,96.58121888827434,3.1500010013583504,3.7274664627422913,3.549813233481552,3.081417708004651,0.6054456233978271,"Yennier Cano",25911,666974
"José Alvarado","PHI",2,5,13,66,0,61.2,9.194595542556716,4.086486907802985,0.8756757659577824,0.26875,0.68965517,0.460122699,0.115384615,,4.086486907802985,3.9456952288256533,3.7989122759259715,3.809038284378671,0.600022554397583,"Jose Alvarado",17780,621237
"Dylan Floro","- - -",6,4,0,66,0,68.2,6.291263242684536,2.2281557317841068,0.6553399211129726,0.28846153846153844,0.68421053,0.454545454,0.071428571,89.96204502535183,3.800971542455241,3.915940235988661,3.5014312935253145,4.096197249159715,0.5986391305923462,"Dylan Floro",13394,571670
"Pete Fairbanks","TBR",3,3,23,46,0,45.1,8.735294362665467,3.3750000946662033,0.7941176693332243,0.26666666666666666,0.69620253,0.434426229,0.086956521,97.43406464041095,3.573529511999509,4.001977979415096,3.4973621405119717,3.884547151803231,0.5885121822357178,"Pete Fairbanks",17998,664126
"Tyler Rogers","SFG",3,4,1,77,0,70.1,6.526066822653446,0.7677725673709936,0.8957346619328259,0.273972602739726,0.81196581,0.544642857,0.106060606,,2.81516608036031,3.0670987520317983,3.564584072482162,3.6895967091621196,0.5832422375679016,"Tyler Rogers",15541,643511
"Ben Joyce","LAA",2,0,4,30,0,32.2,8.265307731104429,3.5816333501452524,0.275510257703481,0.27906976744186046,0.83333333,0.581395348,0.052631578,102.46330729166667,2.204082061627848,3.3193561125195257,3.1970920291457374,3.6785663999420763,0.5819111466407776,"Ben Joyce",31461,690829
"Trent Thornton","SEA",4,3,1,71,0,72.1,9.58064684549619,2.3640557151224364,0.9953918800515522,0.2972972972972973,0.72559367,0.38095238,0.109589041,95.617680102323,3.608295565186877,3.411115356424243,3.470627297194436,3.5587832618279474,0.5645291209220886,"Trent Thornton",17948,663423
"Bryan Hoeing","- - -",2,1,0,32,0,47.2,7.174826418906571,2.2657346586020752,0.5664336646505188,0.21428571428571427,0.87301587,0.496062992,0.083333333,94.74513985770089,1.5104897724013835,4.536594504569402,3.145500753673109,3.469255410313883,0.5565998405218124,"Bryan Hoeing",26304,663773
"Tyson Miller","- - -",5,1,1,58,0,62,7.83871088315762,1.5967744391617373,1.0161291885574693,0.20253164556962025,0.81858407,0.306748466,0.086419753,,2.3225810024170723,3.3943244752326285,3.6664798551990265,4.174103818828874,0.544001841917634,"Tyson Miller",19976,668338
"Danny Coulombe","BAL",1,0,1,33,0,29.2,9.707868497310509,1.516854452704767,0.9101126716228602,0.1791044776119403,0.82278481,0.485714285,0.107142857,90.85235236672794,2.1235962337866736,2.9425028277431955,2.8294010110220693,2.941858421747514,0.5361840128898621,"Danny Coulombe",13293,543056
"Joel Payamps","MIL",3,7,6,68,0,59,9.000001163806097,2.7457630669238937,1.067796748248181,0.21476510067114093,0.73170732,0.385620915,0.111111111,94.83736221104452,3.0508478521376596,4.020750825292666,3.7258018845150325,3.7979464631997284,0.5345836877822876,"Joel Payamps",14332,606303
"Greg Weissert","BOS",4,2,1,62,0,63.1,8.24210691795488,2.842105833777545,0.9947370418221407,0.3258426966292135,0.70478723,0.412087912,0.102941176,94.15291714449542,3.1263164171552993,3.4975069021817977,3.7191114681909845,3.9056889523311265,0.5297165513038635,"Greg Weissert",20375,669711
"Beau Brieske","DET",4,2,1,34,0,51,9.000001346363943,3.352941678057155,0.7058824585383484,0.26717557251908397,0.71691176,0.393939393,0.075471698,96.02546176531457,3.176471063422568,3.0677209247610113,3.4213817772064212,3.9730768701252144,0.5183333158493042,"Beau Brieske",26079,689225
"José Buttó","NYM",6,0,3,23,0,36,10.250001086129197,4.250000450346253,0.7500000794728682,0.21052631578947367,0.88414634,0.435897435,0.096774193,94.95106907894737,2.0000002119276483,2.514631407679841,3.472035366223186,3.690709294752428,0.49213287234306335,"Jose Butto",23313,676130
"Tim Hill","- - -",4,0,0,62,0,67,4.164179934295527,2.5522393145682263,0.2686567699545501,0.31645569620253167,0.69327731,0.682203389,0.054054054,90.76869309793307,3.358209624431877,3.5642986980690123,3.5694649332216204,4.016395037659975,0.47385255992412567,"Tim Hill",16814,657612
"Pierce Johnson","ATL",6,6,2,58,0,56.1,10.704143703144817,3.9940834713226927,0.9585800331174462,0.3088235294117647,0.75075075,0.450704225,0.113207547,95.58000742364253,3.6745567936168775,3.7803389247256898,3.610266830658983,3.648191905226945,0.4612372815608978,"Pierce Johnson",13435,572955
"Collin Snider","SEA",3,4,0,42,0,41.2,10.152001549072502,2.8080004284668623,1.080000164794947,0.2980769230769231,0.83333333,0.308411214,0.108695652,94.23020973342294,1.9440002966309047,3.9618109928907685,3.4064798149108944,3.5157371120511756,0.4611671268939972,"Collin Snider",23307,676092
"Adam Ottavino","NYM",2,2,1,60,0,56,11.250002299036769,3.6964293268263666,0.9642859113460087,0.30935251798561153,0.7082153,0.433566433,0.1,93.21128558168317,4.339286601057039,3.1980490439746965,3.666479880469207,3.8936317906988376,0.45945456624031067,"Adam Ottavino",1247,493603
"Gregory Soto","- - -",3,5,2,66,0,53,11.037737835171148,4.584906485378784,0.6792454052413014,0.37142857142857144,0.71428571,0.507042253,0.1,98.21607607886905,4.415095134068459,4.544383195171132,3.675913832220771,3.8359202053304755,0.4572862312197685,"Gregory Soto",19677,642397
"Randy Rodríguez","SFG",3,2,0,34,0,49.2,8.697988358668049,2.8993294528893494,0.7248323632223374,0.302158273381295,0.62289562,0.407142857,0.06779661,97.86749662769785,4.348994179334024,3.405017657362593,3.4282247983423058,4.177389300113827,0.4418504238128662,"Randy Rodriguez",23974,678495
"Sam Moll","CIN",3,2,0,48,0,37.2,9.079648469813112,3.3451336467732515,0.7168143528799824,0.25263157894736843,0.69587629,0.46875,0.081081081,93.44672914431331,3.3451336467732515,2.917210825555866,3.458515255389047,3.9083643422822494,0.4328012764453888,"Sam Moll",14874,594580
"Andrew Chafin","- - -",4,3,1,62,0,56.1,11.183434477006918,4.952663839817349,0.798816748357637,0.3381294964028777,0.75324675,0.361111111,0.086206896,91.86337753080986,3.514793692773603,3.5990899885177887,3.5392609275233595,3.942157247356967,0.4282768964767456,"Andrew Chafin",12988,605177
"Carmen Mlodzinski","PIT",5,4,0,36,0,44.1,8.526316034024921,3.6541354431535376,0.6090225738589229,0.2773109243697479,0.66929134,0.479338842,0.069767441,96.17780720338983,3.6541354431535376,3.5712128080326067,3.4371564777826493,4.023991715686556,0.4248766303062439,"Carmen Mlodzinski",27572,669387
"Buck Farmer","CIN",3,2,1,60,0,69,8.869566198107535,3.7826091138988014,0.913043579216952,0.2692307692307692,0.81508516,0.360215053,0.088607594,92.87743730304622,3.1304351287438354,4.224600631333986,4.079523357506747,4.491822882682445,0.4226449728012085,"Buck Farmer",14814,571656
"Gus Varland","- - -",1,0,0,26,0,26.1,9.22784954942684,2.7341776442746197,0.6835444110686549,0.36363636363636365,0.74585635,0.384615384,0.064516129,95.34033396121542,3.4177220553432743,3.450231500750569,3.128505088785981,3.921122704043214,0.4225006103515625,"Gus Varland",24737,681402
"Michael Grove","LAD",4,2,0,37,0,48,9.562500759959281,3.000000238418598,0.9375000745058119,0.2764227642276423,0.64150943,0.440944881,0.111111111,94.99964735243056,4.500000357627897,3.481617475311587,3.7081464880042643,3.771487707204505,0.4163379371166229,"Michael Grove",23221,675627
"Bryan King","HOU",1,0,0,28,0,26.1,10.936711765333476,3.417722426666711,0.3417722426666711,0.30158730158730157,0.82278481,0.43548387,0.04347826,92.06101490495392,2.392405698666698,3.1428184492674114,2.710783454734234,3.5377277253581587,0.4097328186035156,"Bryan King",25890,687911
