Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2024,"Yasmani Grandal","PIT",33,60,55,13,10,3,0,0,5,5,4,0,14,0,0,1,3,0,0,0.236363636,11368
2024,"Gary Sanchez","MIL",57,119,104,22,14,1,0,7,15,18,12,0,30,1,2,0,2,0,0,0.211538461,11442
2024,"Mark Canha","2 Tms",71,129,109,30,21,7,0,2,12,9,17,2,27,2,1,0,2,2,0,0.275229357,11445
2024,"Christian Yelich","MIL",54,99,87,28,21,2,1,4,14,15,10,0,17,1,0,1,1,6,0,0.32183908,11477
2024,"Michael A. Taylor","PIT",57,105,92,18,11,3,1,3,19,9,9,0,37,0,2,2,0,1,0,0.195652173,11489
2024,"Manny Machado","SDP",72,145,129,33,20,6,0,7,16,17,16,3,31,0,0,0,3,3,0,0.255813953,11493
2024,"Bryce Harper","PHI",106,226,196,59,34,16,0,9,28,31,28,1,53,0,1,1,8,2,1,0.301020408,11579
2024,"Willson Contreras","STL",39,90,75,20,11,5,0,4,13,9,15,1,22,0,0,0,7,2,1,0.266666666,11609
2024,"Brandon Drury","LAA",43,80,74,13,11,2,0,0,5,4,4,0,21,0,2,0,4,1,0,0.175675675,11615
2024,"Elias Diaz","2 Tms",47,102,95,24,18,5,0,1,6,9,6,1,20,0,1,0,3,0,0,0.252631578,11680
2024,"Nick Castellanos","PHI",87,170,156,42,25,7,0,10,23,34,12,2,39,1,1,0,3,1,0,0.269230769,11737
2024,"J.T. Realmuto","PHI",57,122,112,32,23,5,0,4,11,14,9,0,29,1,0,0,2,1,0,0.285714285,11739
2024,"Joc Pederson","ARI",37,42,32,7,5,1,0,1,6,4,7,0,18,3,0,0,0,1,0,0.21875,11899
2024,"Nick Martini","CIN",21,34,33,6,3,1,1,1,6,3,0,0,8,1,0,0,0,0,1,0.181818181,12005
2024,"Jon Berti","NYY",15,30,27,7,7,0,0,0,3,0,1,0,5,1,0,1,1,2,0,0.259259259,12037
2024,"Max Kepler","MIN",56,82,77,21,14,5,0,2,8,10,2,0,19,2,1,0,0,0,0,0.272727272,12144
2024,"Nick Ahmed","3 Tms",49,87,79,22,19,1,1,1,9,8,7,0,18,0,1,0,3,2,1,0.278481012,12147
2024,"Eddie Rosario","2 Tms",27,34,29,5,5,0,0,0,2,2,3,0,6,0,1,1,1,1,0,0.172413793,12155
2024,"Austin Barnes","LAD",24,43,38,14,12,2,0,0,4,4,4,0,6,0,0,1,0,0,0,0.368421052,12158
2024,"Xander Bogaerts","SDP",55,108,94,21,16,2,1,2,11,7,12,0,15,0,2,0,2,4,2,0.223404255,12161
2024,"Miguel Sano","LAA",11,21,17,4,3,1,0,0,1,0,4,0,3,0,0,0,1,0,0,0.235294117,12164
2024,"Kevin Pillar","2 Tms",61,125,116,36,21,11,1,3,12,24,5,0,22,3,1,0,2,3,1,0.310344827,12434
2024,"Curt Casali","SFG",25,49,42,8,6,2,0,0,4,2,7,0,10,0,0,0,0,0,0,0.19047619,12510
2024,"Marcus Semien","TEX",79,174,154,41,28,7,1,5,29,18,20,1,25,0,0,0,0,1,1,0.266233766,12533
2024,"Eugenio Suarez","ARI",89,194,168,43,30,3,0,10,35,26,22,0,61,1,3,0,4,0,0,0.25595238,12552
2024,"Trevor Story","BOS",12,20,18,3,2,1,0,0,1,1,2,1,9,0,0,0,1,0,0,0.166666666,12564
2024,"George Springer","TOR",73,145,123,23,18,2,0,3,13,8,20,0,32,1,1,0,5,3,0,0.186991869,12856
2024,"James McCann","BAL",38,84,80,17,10,3,0,4,9,13,2,0,17,1,1,0,2,0,0,0.2125,12859
2024,"Anthony Rendon","LAA",17,34,29,7,7,0,0,0,3,2,4,0,5,0,1,0,1,1,0,0.24137931,12861
2024,"Francisco Lindor","NYM",79,170,156,41,19,11,0,11,28,23,11,0,26,3,0,0,3,8,0,0.262820512,12916
2024,"Brandon Nimmo","NYM",87,170,153,38,24,9,1,4,23,19,10,0,41,7,0,0,1,6,0,0.248366013,12927
2024,"Austin Hedges","CLE",29,65,60,13,12,0,0,1,6,7,1,0,22,2,1,1,1,0,0,0.216666666,12976
2024,"Javier Baez","DET",33,65,63,10,7,2,0,1,7,8,2,0,15,0,0,0,2,2,0,0.158730158,12979
2024,"Teoscar Hernandez","LAD",80,171,155,45,24,9,1,11,23,28,14,3,46,2,0,0,4,1,2,0.29032258,13066
2024,"Josh Bell","2 Tms",95,199,177,43,28,9,0,6,19,24,18,1,33,0,2,0,8,0,0,0.242937853,13145
2024,"Jorge Polanco","SEA",60,130,124,31,23,4,0,4,11,14,6,0,28,0,0,0,6,2,1,0.25,13152
2024,"Orlando Arcia","ATL",76,147,129,27,16,10,0,1,12,8,15,1,36,0,3,0,4,0,0,0.209302325,13185
2024,"Max Muncy","LAD",49,76,64,11,3,3,0,5,16,7,7,0,22,4,1,0,1,0,0,0.171875,13301
2024,"Ildemaro Vargas","WSN",51,128,119,31,21,10,0,0,9,9,6,0,13,1,1,1,3,3,1,0.260504201,13324
2024,"Luke Maile","CIN",27,47,40,8,5,1,0,2,5,7,6,0,13,0,1,0,2,0,0,0.2,13355
2024,"Christian Walker","ARI",73,157,138,38,28,6,0,4,21,26,15,1,39,2,2,0,6,0,0,0.275362318,13419
2024,"Jose Ramirez","CLE",95,179,164,57,28,15,0,14,42,37,12,5,18,0,3,0,3,13,6,0.347560975,13510
2024,"Jesse Winker","2 Tms",63,104,89,21,14,6,0,1,10,9,11,0,28,3,1,0,2,6,1,0.235955056,13590
2024,"Patrick Wisdom","CHC",58,103,93,17,8,4,1,4,10,17,5,0,38,4,1,0,0,4,0,0.182795698,13602
2024,"Mookie Betts","LAD",74,162,143,44,30,8,2,4,18,24,17,2,13,0,2,0,6,5,1,0.307692307,13611
2024,"Ketel Marte","ARI",90,212,193,66,37,11,0,18,35,45,16,6,32,3,0,0,3,1,0,0.341968911,13613
2024,"Carson Kelly","2 Tms",31,49,43,13,10,2,0,1,6,3,6,0,7,0,0,0,1,0,0,0.302325581,13620
2024,"Jeimer Candelario","CIN",75,147,130,28,17,8,0,3,13,10,14,0,35,3,0,0,4,0,1,0.215384615,13621
2024,"Corey Seager","TEX",84,152,145,36,26,4,0,6,16,12,5,0,43,1,1,0,1,0,0,0.248275862,13624
2024,"Jack Lopez","LAA",10,20,17,4,4,0,0,0,1,2,1,0,7,1,0,1,0,0,0,0.235294117,13663
2024,"Tyrone Taylor","NYM",69,111,102,25,15,7,1,2,13,6,8,0,24,1,0,0,3,3,0,0.245098039,13675
2024,"Jacob Stallings","COL",51,101,84,23,11,6,1,5,15,12,13,1,25,3,1,0,4,0,0,0.273809523,13723
2024,"Tomas Nido","2 Tms",28,50,44,6,5,1,0,0,3,4,3,0,17,0,1,2,1,0,0,0.136363636,13755
2024,"Chris Taylor","LAD",55,98,82,15,12,1,1,1,8,7,13,0,30,0,2,1,4,1,1,0.182926829,13757
2024,"Rob Refsnyder","BOS",76,145,126,38,23,7,0,8,14,23,16,2,37,3,0,0,2,1,0,0.301587301,13770
2024,"Eric Haase","MIL",13,22,20,6,3,0,0,3,4,4,2,0,8,0,0,0,0,0,0,0.3,14111
2024,"Joey Gallo","WSN",41,64,61,7,4,1,0,2,5,6,2,0,28,1,0,0,0,1,0,0.114754098,14128
2024,"Byron Buxton","MIN",49,103,94,28,16,8,1,3,12,13,7,0,26,2,0,0,0,1,0,0.29787234,14161
2024,"Carlos Correa","MIN",41,89,77,24,14,4,1,5,16,15,9,2,15,1,1,0,0,0,0,0.311688311,14162
2024,"Jorge Soler","2 Tms",72,155,129,34,15,13,0,6,28,18,23,0,35,3,0,0,1,0,0,0.263565891,14221
2024,"Mitch Haniger","SEA",70,145,135,24,20,1,0,3,13,10,10,0,47,0,0,0,4,0,0,0.177777777,14274
2024,"Matt Olson","ATL",87,187,171,45,23,11,1,10,27,30,11,0,46,4,1,0,5,0,0,0.263157894,14344
2024,"Joey Meneses","WSN",48,97,86,15,12,2,0,1,4,14,6,1,23,3,2,0,5,2,0,0.174418604,14366
2024,"Harold Ramirez","2 Tms",44,96,94,26,22,2,0,2,12,14,2,0,18,0,0,0,0,0,0,0.276595744,14387
2024,"Jake Cave","COL",36,42,41,4,4,0,0,0,2,4,0,0,18,0,0,1,1,0,0,0.097560975,14477
2024,"Anthony Santander","BAL",87,180,160,36,18,6,0,12,23,25,16,2,43,3,1,0,2,0,0,0.225,14551
2024,"David Bote","CHC",19,32,31,9,5,4,0,0,2,6,1,0,8,0,0,0,1,0,0,0.29032258,14593
2024,"Manuel Margot","MIN",76,171,156,42,29,10,0,3,20,16,13,0,25,0,2,0,5,3,0,0.269230769,14712
2024,"Kyle Farmer","MIN",61,118,107,28,18,6,1,3,12,10,8,1,22,3,0,0,4,2,3,0.261682242,14813
2024,"Mike Yastrzemski","SFG",54,95,83,19,13,3,3,0,14,7,7,0,30,5,0,0,2,2,1,0.228915662,14854
2024,"Victor Caratini","HOU",34,64,57,19,16,2,0,1,5,9,6,0,15,0,1,0,2,0,0,0.333333333,14968
2024,"Ryan McMahon","COL",101,196,176,46,33,7,0,6,16,16,18,0,59,2,0,0,3,0,2,0.261363636,15112
2024,"Mitch Garver","SEA",70,156,133,29,16,5,0,8,19,28,22,0,33,0,1,0,3,0,0,0.218045112,15161
2024,"Tim Anderson","MIA",39,90,85,20,19,1,0,0,8,2,5,0,25,0,0,0,1,3,1,0.235294117,15172
2024,"Jake Bauers","MIL",29,35,33,8,5,2,0,1,5,5,1,0,7,1,0,0,0,1,0,0.242424242,15194
2024,"Adam Frazier","KCR",29,31,29,5,5,0,0,0,4,5,1,0,4,1,0,0,0,1,0,0.172413793,15223
2024,"Mike Tauchman","CHC",47,69,63,18,15,2,0,1,13,5,6,0,14,0,0,0,1,3,0,0.285714285,15274
2024,"Garrett Cooper","2 Tms",22,43,41,10,6,3,1,0,4,4,2,0,13,0,0,0,1,0,0,0.243902439,15279
2024,"Jeff McNeil","NYM",69,116,107,25,18,5,0,2,11,12,6,0,16,2,1,0,1,2,0,0.233644859,15362
2024,"Kris Bryant","COL",19,40,38,5,4,1,0,0,1,0,1,0,16,1,0,0,2,0,0,0.131578947,15429
2024,"Hunter Renfroe","KCR",72,126,115,26,15,6,0,5,16,20,11,0,23,0,0,0,2,1,1,0.226086956,15464
2024,"J.P. Crawford","SEA",68,143,126,33,24,4,1,4,19,19,13,0,22,4,0,0,1,2,0,0.261904761,15491
2024,"Jamie Westbrook","BOS",18,34,28,5,1,2,0,2,4,6,3,0,8,1,1,0,0,0,0,0.178571428,15504
2024,"Amed Rosario","3 Tms",60,126,119,35,23,11,0,1,10,12,3,0,24,3,1,0,5,4,3,0.294117647,15518
2024,"Aaron Judge","NYY",92,184,132,41,17,8,0,16,28,38,50,9,46,2,0,0,8,5,0,0.31060606,15640
2024,"Dominic Smith","2 Tms",34,50,47,11,6,4,0,1,3,7,3,0,15,0,0,0,1,0,0,0.234042553,15653
2024,"Reese McGuire","BOS",17,20,18,3,2,0,0,1,3,5,0,0,6,1,1,0,0,0,0,0.166666666,15674
2024,"Jose Abreu","HOU",16,37,34,4,2,2,0,0,4,1,2,0,5,1,0,0,1,0,0,0.117647058,15676
2024,"Rowdy Tellez","PIT",36,46,40,8,5,1,0,2,4,4,6,0,17,0,0,0,0,0,0,0.2,15679
2024,"Tyler O'Neill","BOS",76,156,128,40,16,8,0,16,26,29,26,4,49,1,1,0,5,1,0,0.3125,15711
2024,"Tyler Wade","SDP",16,22,19,2,2,0,0,0,3,1,1,0,3,0,0,2,0,0,0,0.105263157,15730
2024,"Miguel Andujar","OAK",31,61,56,23,18,4,0,1,10,14,5,0,6,0,0,0,4,0,1,0.410714285,15878
2024,"Luis Torrens","NYM",26,43,37,8,4,2,0,2,5,3,5,0,9,0,1,0,1,0,1,0.216216216,15905
2024,"Willy Adames","MIL",95,179,152,29,18,7,0,4,25,16,26,2,43,0,1,0,2,3,2,0.190789473,15986
2024,"Cody Bellinger","CHC",89,167,161,48,36,5,3,4,24,32,2,0,26,1,3,0,1,1,1,0.298136645,15998
2024,"Austin Slater","3 Tms",67,142,117,22,19,2,0,1,14,11,18,0,37,4,3,0,4,3,2,0.188034188,16153
2024,"J.D. Davis","2 Tms",26,55,49,10,7,1,0,2,4,2,6,0,16,0,0,0,2,0,0,0.204081632,16219
2024,"Trea Turner","PHI",78,168,152,46,28,10,0,8,34,20,13,0,29,2,1,0,3,8,1,0.302631578,16252
2024,"Nick Gordon","MIA",24,28,27,5,2,2,0,1,5,3,1,0,6,0,0,0,1,0,0,0.185185185,16337
2024,"Pablo Reyes","BOS",9,22,22,5,3,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0.227272727,16357
2024,"Michael Conforto","SFG",67,106,95,27,15,6,0,6,14,20,10,0,26,0,1,0,3,0,1,0.284210526,16376
2024,"Thairo Estrada","SFG",46,96,91,17,11,4,0,2,10,11,4,0,18,0,1,0,2,0,0,0.186813186,16426
2024,"Ryan O'Hearn","BAL",37,44,42,11,9,2,0,0,2,4,2,0,7,0,0,0,0,0,0,0.261904761,16442
2024,"Rhys Hoskins","MIL",65,131,110,24,14,2,0,8,18,24,17,1,35,1,2,0,3,0,0,0.218181818,16472
2024,"Kyle Schwarber","PHI",106,248,210,63,47,4,0,12,37,38,36,0,67,2,0,0,3,4,2,0.3,16478
2024,"Matt Chapman","SFG",85,165,142,36,18,12,0,6,25,19,22,3,38,0,1,0,0,4,0,0.253521126,16505
2024,"Isiah Kiner-Falefa","2 Tms",77,135,124,29,24,3,1,1,16,7,4,0,22,6,0,1,5,1,0,0.233870967,16512
2024,"Mauricio Dubon","HOU",69,126,117,29,20,7,0,2,14,16,6,0,21,0,2,1,2,2,1,0.247863247,16530
2024,"Danny Jansen","2 Tms",50,94,76,18,14,2,0,2,11,6,17,0,17,0,1,0,1,0,0,0.236842105,16535
2024,"Ozzie Albies","ATL",42,109,106,34,21,9,0,4,18,14,2,0,13,1,0,0,3,2,1,0.320754716,16556
2024,"Connor Joe","PIT",87,170,145,34,19,12,0,3,18,15,20,1,35,3,2,0,3,0,1,0.234482758,16572
2024,"Yandy Diaz","TBR",66,139,127,44,28,12,0,4,20,15,10,0,12,0,2,0,2,0,0,0.346456692,16578
2024,"Luis Urias","SEA",31,55,47,8,1,4,0,3,7,7,6,0,17,2,0,0,1,0,0,0.170212765,16622
2024,"Jose Trevino","NYY",51,104,90,17,11,2,0,4,15,11,11,0,16,1,1,1,5,0,0,0.188888888,16725
2024,"Jonah Heim","TEX",61,117,108,26,19,2,1,4,14,14,8,0,20,0,1,0,3,0,1,0.24074074,16930
2024,"Lane Thomas","2 Tms",73,145,126,38,23,10,1,4,18,16,15,1,28,3,1,0,2,13,3,0.301587301,16939
2024,"Derek Hill","3 Tms",32,67,62,19,10,2,2,5,9,15,4,0,20,0,0,1,1,4,2,0.306451612,16947
2024,"Gleyber Torres","NYY",89,169,147,39,25,7,0,7,28,16,20,0,36,1,1,0,1,3,2,0.265306122,16997
2024,"Edmundo Sosa","PHI",61,121,109,31,15,10,3,3,21,14,7,0,25,4,1,0,2,2,1,0.284403669,17022
2024,"Alex Verdugo","NYY",101,192,167,38,33,3,0,2,18,8,20,0,31,1,2,2,6,1,1,0.22754491,17027
2024,"Jose Herrera","ARI",23,38,33,7,5,2,0,0,6,4,2,0,10,0,1,2,1,0,0,0.212121212,17040
2024,"Ramon Laureano","2 Tms",53,102,95,29,18,6,0,5,13,17,5,0,34,1,1,0,2,3,1,0.305263157,17128
2024,"Jorge Mateo","BAL",41,90,84,22,10,8,1,3,14,6,5,0,22,1,0,0,0,5,0,0.261904761,17273
2024,"Alex Jackson","TBR",26,57,51,5,2,1,0,2,3,5,5,0,20,0,1,0,1,0,0,0.098039215,17276
2024,"Cole Tucker","LAA",10,22,20,1,1,0,0,0,1,0,2,0,8,0,0,0,0,1,0,0.05,17326
2024,"Willi Castro","MIN",88,163,153,37,24,8,1,4,21,12,9,0,42,1,0,0,2,3,2,0.241830065,17338
2024,"Rafael Devers","BOS",114,224,204,49,31,11,3,4,27,20,17,1,71,2,1,0,3,0,0,0.240196078,17350
2024,"Jose Siri","TBR",61,112,98,20,10,5,0,5,16,16,10,0,38,0,3,0,0,2,1,0.204081632,17452
2024,"Eloy Jimenez","2 Tms",49,94,89,21,16,5,0,0,4,3,5,0,17,0,0,0,2,2,0,0.235955056,17484
2024,"Taylor Ward","LAA",63,130,117,38,27,6,1,4,19,13,9,0,26,2,2,0,1,1,1,0.324786324,17548
2024,"Alex Bregman","HOU",85,181,165,37,21,7,1,8,19,31,15,1,16,0,1,0,4,1,1,0.224242424,17678
2024,"Kevin Newman","ARI",65,131,124,35,23,9,1,2,21,13,4,1,15,0,1,2,4,4,0,0.282258064,17696
2024,"Willie Calhoun","LAA",19,31,27,5,5,0,0,0,3,1,3,0,2,1,0,0,0,0,0,0.185185185,17838
2024,"Tyler Nevin","OAK",57,127,109,22,11,6,0,5,10,12,12,0,26,4,2,0,1,0,0,0.201834862,17893
2024,"Andrew Benintendi","CHW",65,126,116,24,17,3,0,4,11,13,9,0,29,1,0,0,5,1,0,0.206896551,17901
2024,"Brendan Rodgers","COL",66,144,132,41,30,7,0,4,19,10,11,0,30,0,0,1,2,0,0,0.31060606,17907
2024,"Ian Happ","CHC",86,161,147,35,23,5,0,7,22,26,12,0,40,2,0,0,4,1,0,0.238095238,17919
2024,"Cedric Mullins","BAL",65,101,97,19,14,3,1,1,12,3,3,0,20,1,0,0,0,2,1,0.195876288,17929
2024,"Sam Hilliard","COL",29,43,40,12,5,2,0,5,8,16,0,0,18,0,2,1,1,1,0,0.3,17954
2024,"Ty France","2 Tms",73,134,117,27,19,5,0,3,14,9,13,0,30,3,1,0,3,0,1,0.23076923,17982
2024,"Tyler Stephenson","CIN",81,138,123,30,16,6,0,8,24,20,14,2,22,0,1,0,3,0,0,0.243902439,17988
2024,"Paul DeJong","2 Tms",69,123,111,22,14,3,0,5,15,12,9,0,45,1,2,0,3,0,1,0.198198198,18015
2024,"Harrison Bader","NYM",85,153,137,28,18,5,0,5,12,21,10,1,28,2,4,0,4,3,1,0.204379562,18030
2024,"Jake Cronenworth","SDP",94,170,153,31,25,5,0,1,11,16,14,0,31,2,1,0,8,1,0,0.202614379,18036
2024,"Dylan Moore","SEA",87,176,144,33,16,12,1,4,23,14,25,1,47,4,3,0,2,19,2,0.229166666,18042
2024,"Garrett Stubbs","PHI",35,59,51,12,12,0,0,0,6,3,6,0,14,1,0,0,0,1,0,0.235294117,18067
2024,"LaMonte Wade Jr.","SFG",31,43,34,11,8,3,0,0,2,4,6,0,5,1,1,1,0,1,0,0.323529411,18126
2024,"Seth Brown","OAK",28,28,27,7,6,0,0,1,2,3,1,0,10,0,0,0,0,0,0,0.259259259,18171
2024,"Dansby Swanson","CHC",69,124,110,35,23,8,0,4,28,15,12,1,25,1,1,0,0,4,2,0.318181818,18314
2024,"Kyle Tucker","HOU",63,124,103,27,16,6,0,5,14,16,19,0,20,0,1,0,2,3,0,0.262135922,18345
2024,"Daz Cameron","OAK",41,86,75,19,11,3,1,4,13,11,10,0,25,0,1,0,1,2,0,0.253333333,18353
2024,"Austin Riley","ATL",48,117,102,24,12,7,0,5,18,9,13,0,25,2,0,0,1,0,0,0.235294117,18360
2024,"Victor Robles","2 Tms",48,103,88,21,16,4,0,1,14,6,10,0,17,2,0,3,0,11,0,0.238636363,18363
2024,"Ryan Mountcastle","BAL",63,143,134,41,28,9,0,4,18,12,9,0,26,0,0,0,6,2,0,0.305970149,18373
2024,"Juan Yepez","WSN",39,88,79,24,16,6,0,2,16,8,7,0,16,0,1,1,2,1,0,0.303797468,18400
2024,"Ronald Acuna Jr.","ATL",21,52,45,11,7,2,0,2,8,6,7,0,10,0,0,0,0,3,1,0.244444444,18401
2024,"Ali Sanchez","MIA",15,31,27,3,3,0,0,0,1,1,2,0,7,0,0,2,1,0,0,0.111111111,18551
2024,"Trent Grisham","NYY",35,41,38,8,5,2,0,1,4,7,1,0,11,2,0,0,0,1,0,0.210526315,18564
2024,"Luis Arraez","2 Tms",96,204,192,52,43,7,1,1,26,14,6,0,17,5,0,1,6,2,1,0.270833333,18568
2024,"Ke'Bryan Hayes","PIT",47,94,81,25,18,4,0,3,12,11,9,0,13,2,2,0,2,4,1,0.308641975,18577
2024,"Ramon Urias","BAL",53,83,78,23,15,4,0,4,14,13,3,0,15,2,0,0,0,0,0,0.294871794,18795
2024,"Andy Ibanez","DET",82,154,137,40,28,7,1,4,25,24,12,0,31,3,2,0,1,2,2,0.291970802,18819
2024,"Jose Azocar","SDP",26,44,41,8,7,1,0,0,8,0,2,0,10,0,0,1,0,2,1,0.195121951,18821
2024,"Josh Naylor","CLE",97,174,156,35,18,11,0,6,23,29,15,1,34,3,0,0,4,1,2,0.224358974,18839
2024,"Jahmai Jones","NYY",14,25,23,7,4,1,1,1,4,2,2,0,9,0,0,0,0,0,0,0.304347826,18872
2024,"Brandon Lowe","TBR",40,72,68,18,8,6,0,4,8,16,3,0,21,1,0,0,0,0,0,0.264705882,18882
2024,"Danny Mendick","CHW",31,53,47,12,7,3,0,2,4,5,5,0,10,0,0,1,0,4,0,0.255319148,18889
2024,"Leody Taveras","TEX",61,102,90,17,14,2,0,1,11,5,10,0,24,0,0,2,3,1,1,0.188888888,18900
2024,"Will Smith","LAD",77,154,132,34,16,10,0,8,23,21,19,6,23,2,1,0,4,0,0,0.257575757,19197
2024,"Yuli Gurriel","KCR",13,27,21,2,2,0,0,0,0,3,5,0,7,0,1,0,0,1,0,0.095238095,19198
2024,"Lourdes Gurriel Jr.","ARI",72,173,163,54,38,9,0,7,27,24,10,1,32,0,0,0,3,2,0,0.331288343,19238
2024,"Pete Alonso","NYM",86,179,156,37,19,9,0,9,25,24,19,1,40,4,0,0,0,1,0,0.237179487,19251
2024,"Cavan Biggio","3 Tms",25,32,28,6,6,0,0,0,5,2,4,0,11,0,0,0,1,0,0,0.214285714,19252
2024,"Jake Fraley","CIN",42,56,54,13,12,0,0,1,8,3,1,0,7,1,0,0,0,2,2,0.24074074,19260
2024,"Garrett Hampson","KCR",66,125,115,26,16,9,1,0,8,9,9,0,32,0,0,1,2,4,2,0.226086956,19262
2024,"Adolis Garcia","TEX",81,162,143,33,18,8,0,7,18,26,13,2,50,2,4,0,4,1,1,0.23076923,19287
2024,"Randy Arozarena","2 Tms",83,181,151,35,17,11,0,7,25,19,26,0,42,4,0,0,1,5,3,0.231788079,19290
2024,"Nick Senzel","2 Tms",34,74,65,12,6,3,0,3,6,7,9,1,10,0,0,0,5,1,3,0.184615384,19293
2024,"Alex Call","WSN",16,36,31,9,6,1,0,2,8,6,4,0,8,1,0,0,0,2,0,0.29032258,19296
