Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2024,"Trent Grisham","NYY",62,168,141,26,12,6,0,8,17,24,21,1,46,2,2,1,5,0,1,0.184397163,18564
2024,"Luis Arraez","2 Tms",133,468,445,148,118,25,2,3,57,32,18,3,12,3,1,1,12,7,2,0.332584269,18568
2024,"Ke'Bryan Hayes","PIT",94,302,284,60,54,5,0,1,26,14,14,1,62,2,2,0,10,7,1,0.211267605,18577
2024,"Jared Walsh","TEX",16,55,48,10,8,1,0,1,7,7,7,0,20,0,0,0,2,0,0,0.208333333,18607
2024,"Ramon Urias","BAL",88,218,194,46,32,5,2,7,25,24,20,0,40,3,1,0,0,1,1,0.237113402,18795
2024,"Andy Ibanez","DET",49,90,87,14,11,2,0,1,5,8,3,0,32,0,0,0,1,0,1,0.16091954,18819
2024,"Jose Azocar","SDP",28,35,32,8,7,1,0,0,5,2,3,0,9,0,0,0,1,3,0,0.25,18821
2024,"Josh Naylor","CLE",144,459,407,102,61,16,0,25,61,79,43,6,71,4,4,0,13,5,0,0.25061425,18839
2024,"Jahmai Jones","NYY",19,22,19,3,3,0,0,0,4,2,0,0,7,2,0,1,0,1,1,0.157894736,18872
2024,"Brandon Lowe","TBR",106,353,317,76,43,13,3,17,48,42,30,2,91,4,2,0,7,5,1,0.239747634,18882
2024,"Seby Zavala","SEA",11,26,24,3,2,1,0,0,2,1,2,0,10,0,0,0,1,0,0,0.125,18887
2024,"Danny Mendick","CHW",32,88,85,14,9,4,0,1,9,3,1,0,25,2,0,0,3,2,0,0.164705882,18889
2024,"Leody Taveras","TEX",146,427,390,93,64,15,3,11,48,39,32,0,88,0,4,1,5,22,5,0.238461538,18900
2024,"Estevan Florial","CLE",34,97,85,13,5,3,2,3,11,8,10,0,36,1,0,1,1,2,1,0.152941176,19151
2024,"Will Smith","LAD",122,390,344,84,56,14,2,12,54,54,32,0,82,7,7,0,4,1,1,0.244186046,19197
2024,"Yuli Gurriel","KCR",14,38,33,11,8,3,0,0,7,3,4,0,8,0,1,0,1,0,0,0.333333333,19198
2024,"Lourdes Gurriel Jr.","ARI",124,380,350,89,63,13,2,11,45,51,19,0,69,6,5,0,13,5,1,0.254285714,19238
2024,"Pete Alonso","NYM",155,516,452,109,62,22,0,25,66,64,51,3,132,9,4,0,14,2,0,0.241150442,19251
2024,"Cavan Biggio","3 Tms",69,192,160,31,21,5,0,5,22,17,20,0,61,8,0,2,0,2,0,0.19375,19252
2024,"Jake Fraley","CIN",109,326,296,84,59,19,2,4,36,23,25,0,63,2,3,0,6,18,3,0.283783783,19260
2024,"Garrett Hampson","KCR",60,106,98,23,19,4,0,0,8,7,5,0,27,0,2,1,1,3,0,0.234693877,19262
2024,"Adolis Garcia","TEX",148,475,437,97,60,19,0,18,50,59,32,0,127,4,2,0,8,10,4,0.221967963,19287
2024,"Randy Arozarena","2 Tms",146,467,398,85,50,22,0,13,52,41,47,0,127,18,4,0,6,15,7,0.213567839,19290
2024,"Armando Alvarez","OAK",9,23,21,6,6,0,0,0,6,2,2,0,5,0,0,0,1,1,0,0.285714285,19292
2024,"Nick Senzel","2 Tms",61,193,171,34,22,8,0,4,19,11,19,0,51,1,0,1,1,0,0,0.198830409,19293
2024,"Alex Call","WSN",24,77,68,25,16,8,0,1,7,8,8,0,11,1,0,0,2,3,1,0.367647058,19296
2024,"Matt Thaiss","LAA",55,145,119,25,16,7,0,2,13,12,26,0,51,0,0,0,2,2,0,0.210084033,19318
2024,"Bryan Reynolds","PIT",149,489,434,121,79,21,3,18,58,59,44,2,109,9,2,0,4,8,2,0.278801843,19326
2024,"Nicky Lopez","CHW",118,379,337,83,67,12,3,1,34,20,35,0,58,3,0,4,3,4,6,0.246290801,19339
2024,"Eli White","ATL",22,31,28,7,6,0,0,1,7,1,1,0,10,2,0,0,0,3,1,0.25,19346
2024,"Sean Murphy","ATL",67,194,170,34,24,3,1,6,13,16,22,0,42,1,1,0,7,0,0,0.2,19352
2024,"Luke Raley","SEA",133,373,330,84,46,16,2,20,50,54,21,0,110,19,2,1,2,10,2,0.254545454,19354
2024,"Weston Wilson","PHI",27,47,44,10,6,3,0,1,4,4,3,0,17,0,0,0,0,1,0,0.227272727,19358
2024,"Austin Hays","2 Tms",69,165,153,31,21,6,0,4,14,12,4,0,35,6,2,0,1,2,2,0.202614379,19363
2024,"Trenton Brooks","SFG",12,29,25,3,3,0,0,0,3,1,4,0,6,0,0,0,1,1,0,0.12,19384
2024,"Zach McKinstry","DET",112,292,267,60,38,13,5,4,29,19,22,0,63,1,2,0,2,16,0,0.224719101,19392
2024,"Brian Serven","TOR",21,46,40,8,5,3,0,0,4,2,3,0,12,2,0,1,0,0,0,0.2,19422
2024,"Jake Rogers","DET",87,243,227,47,24,13,1,9,31,31,11,0,72,3,2,0,3,1,0,0.207048458,19452
2024,"Andruw Monasterio","MIL",35,72,64,14,11,3,0,0,5,8,7,0,24,1,0,0,2,4,0,0.21875,19455
2024,"Tommy Edman","LAD",37,117,105,19,14,3,0,2,12,13,10,0,24,1,1,0,2,3,0,0.18095238,19470
2024,"Andrew Knizner","TEX",27,66,64,11,10,0,0,1,2,7,1,0,15,1,0,0,0,0,0,0.171875,19514
2024,"TJ Friedl","CIN",80,260,230,53,37,4,1,11,28,42,18,0,35,7,4,1,0,5,1,0.230434782,19522
2024,"Yordan Alvarez","HOU",140,426,364,102,57,20,0,25,65,56,55,15,56,6,1,0,12,5,0,0.28021978,19556
2024,"Zack Short","3 Tms",29,62,49,7,4,3,0,0,9,4,10,0,15,1,0,2,0,2,1,0.142857142,19562
2024,"Nathaniel Lowe","TEX",135,421,366,94,68,12,1,13,49,43,49,1,87,4,2,0,7,2,0,0.256830601,19566
2024,"Chas McCormick","HOU",69,178,160,34,25,5,0,4,24,17,11,0,52,3,3,1,3,5,2,0.2125,19599
2024,"Bryan De La Cruz","2 Tms",142,434,405,85,56,12,0,17,44,44,23,1,123,2,3,0,7,3,2,0.209876543,19600
2024,"Otto Lopez","MIA",108,297,273,79,56,17,1,5,37,32,20,0,48,1,2,1,12,15,2,0.289377289,19608
2024,"Keibert Ruiz","WSN",119,353,333,77,52,14,0,11,36,44,12,0,40,4,4,0,6,3,1,0.231231231,19610
2024,"Vladimir Guerrero Jr.","TOR",155,558,499,163,103,35,1,24,82,76,50,7,81,5,4,0,11,1,2,0.326653306,19611
2024,"Bo Bichette","TOR",77,274,252,61,42,14,1,4,25,29,17,1,54,3,2,0,10,5,1,0.242063492,19612
2024,"Brent Rooker","OAK",141,476,425,125,74,20,2,29,64,86,44,1,144,5,2,0,4,8,2,0.294117647,19627
2024,"Edward Olivares","PIT",43,106,95,22,20,1,0,1,11,8,8,0,15,1,2,0,1,1,0,0.231578947,19698
2024,"Fernando Tatis Jr.","SDP",94,320,300,88,51,17,1,19,50,44,14,0,64,5,1,0,7,8,2,0.293333333,19709
2024,"Josh Rojas","SEA",135,409,362,87,58,19,2,8,48,29,40,1,85,2,2,1,4,9,4,0.240331491,19734
2024,"Shohei Ohtani","LAD",145,482,410,132,59,26,5,42,99,91,61,10,104,4,4,0,3,43,3,0.321951219,19755
2024,"Dairon Blanco","KCR",58,63,57,11,10,0,0,1,22,6,3,0,18,1,0,1,1,22,4,0.192982456,19779
2024,"Jhonny Pereda","MIA",11,29,28,6,6,0,0,0,0,4,0,0,9,1,0,0,2,0,0,0.214285714,19802
2024,"Joshua Palacios","PIT",23,66,55,12,8,2,0,2,8,9,10,0,11,1,0,0,1,1,0,0.218181818,19818
2024,"Chuckie Robinson","CHW",21,52,48,7,7,0,0,0,2,0,4,0,12,0,0,0,1,0,0,0.145833333,19824
2024,"Abraham Toro","OAK",84,282,260,59,42,12,0,5,26,23,18,0,52,4,0,0,3,2,1,0.226923076,19844
2024,"Luis Rengifo","LAA",73,246,229,66,52,8,1,5,30,28,13,0,34,3,0,1,4,18,7,0.288209606,19858
2024,"Rene Pinto","TBR",14,24,18,5,2,2,0,1,4,3,3,0,4,1,1,1,0,0,0,0.277777777,19859
2024,"Riley Adams","WSN",30,75,67,18,13,3,0,2,6,7,5,0,20,1,2,0,3,1,0,0.268656716,19864
2024,"Tristan Gray","2 Tms",12,27,25,2,1,1,0,0,0,0,2,0,15,0,0,0,0,0,0,0.08,19877
2024,"Emmanuel Rivera","2 Tms",71,174,152,36,29,3,1,3,12,15,14,0,42,4,3,1,2,1,0,0.236842105,19890
2024,"Pavin Smith","ARI",55,135,117,33,16,9,0,8,24,26,15,0,27,0,3,0,3,1,0,0.282051282,19892
2024,"Connor Wong","BOS",114,335,312,83,59,15,1,8,37,34,12,0,83,8,2,1,5,5,6,0.266025641,19896
2024,"Gavin Sheets","CHW",135,409,368,88,58,22,0,8,33,32,38,2,83,3,0,0,5,1,2,0.239130434,19901
2024,"Jesus Sanchez","MIA",143,422,384,106,66,24,1,15,44,57,33,2,105,3,2,0,9,12,2,0.276041666,19913
2024,"Daulton Varsho","TOR",129,409,365,71,35,14,7,15,54,47,38,1,121,4,1,1,2,5,2,0.194520547,19918
2024,"Blake Perkins","MIL",102,278,243,54,41,7,2,4,42,24,28,1,84,3,4,0,1,15,2,0.222222222,19921
2024,"Luke Williams","ATL",21,33,28,7,4,3,0,0,4,4,4,0,8,0,0,1,0,2,0,0.25,19931
2024,"Cristian Pache","3 Tms",38,53,49,9,9,0,0,0,4,6,3,0,22,0,1,0,2,0,0,0.183673469,19948
2024,"Andres Gimenez","CLE",145,461,420,108,83,17,0,8,46,48,24,1,71,9,5,3,6,24,5,0.257142857,19950
2024,"Josh Lowe","TBR",102,337,308,75,46,17,2,10,34,31,28,4,106,0,1,0,2,22,1,0.243506493,19953
2024,"Gavin Lux","LAD",137,437,393,103,68,23,2,10,52,48,41,0,93,1,2,0,7,5,2,0.262086513,19955
2024,"Mickey Moniak","LAA",121,383,359,80,48,17,2,13,43,46,21,0,102,2,1,0,3,8,4,0.222841225,19956
2024,"Eguy Rosario","SDP",15,21,17,2,2,0,0,0,1,1,2,0,4,1,0,1,1,0,0,0.117647058,19964
2024,"Bobby Dalbec","BOS",24,54,47,7,4,2,0,1,5,4,5,0,22,1,0,1,0,3,0,0.14893617,19966
2024,"Santiago Espinal","CIN",101,260,243,55,45,7,0,3,16,21,13,0,40,2,1,1,4,6,0,0.226337448,19997
2024,"Bryce Johnson","SDP",25,36,33,8,7,1,0,0,5,2,2,0,6,0,0,1,1,0,1,0.242424242,20002
2024,"Keston Hiura","LAA",7,20,20,3,3,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0.15,20003
2024,"Miles Mastrobuoni","CHC",43,90,82,16,13,3,0,0,8,3,7,0,15,0,1,0,1,2,0,0.195121951,20017
2024,"Isaac Paredes","2 Tms",150,482,403,88,57,18,0,13,46,52,61,2,80,13,5,0,13,0,1,0.218362282,20036
2024,"Luis Robert Jr.","CHW",96,318,300,70,42,15,0,13,33,30,16,1,108,0,1,0,5,19,5,0.233333333,20043
2024,"Bligh Madris","DET",21,73,66,18,14,3,0,1,8,5,6,0,20,0,1,0,0,0,0,0.272727272,20054
2024,"Alan Trejo","COL",21,45,41,7,7,0,0,0,4,1,2,0,10,1,0,1,0,0,0,0.170731707,20056
2024,"Juan Soto","NYY",149,487,396,116,62,23,3,28,91,67,87,2,92,2,2,0,8,4,3,0.292929292,20123
2024,"Dylan Carlson","2 Tms",67,149,136,28,24,2,0,2,10,17,10,0,48,2,1,0,2,2,0,0.205882352,20126
2024,"Miguel Vargas","2 Tms",59,145,123,16,9,4,0,3,13,10,17,0,42,2,3,0,3,3,1,0.1300813,20178
2024,"Brandon Marsh","PHI",128,386,340,89,57,15,2,15,49,52,43,0,121,0,3,0,1,17,3,0.261764705,20202
2024,"Jo Adell","LAA",120,346,307,60,38,10,0,12,38,44,28,0,105,7,3,0,6,12,8,0.195439739,20220
2024,"Ben Rortvedt","TBR",100,287,253,58,43,12,0,3,23,27,30,0,76,4,0,0,4,1,0,0.229249011,20287
2024,"Jake Meyers","HOU",130,367,333,69,46,12,2,9,35,49,23,0,85,5,3,3,12,6,3,0.207207207,20308
2024,"Corey Julks","CHW",42,98,89,15,9,4,0,2,11,8,8,0,22,0,1,0,5,1,1,0.168539325,20311
2024,"Stuart Fairchild","CIN",58,109,99,15,7,5,0,3,12,9,4,0,30,4,1,1,0,5,0,0.151515151,20321
2024,"Alex Kirilloff","MIN",56,170,153,31,15,8,3,5,19,19,15,0,47,0,2,0,5,0,0,0.202614379,20325
2024,"Ernie Clement","TOR",109,307,295,82,58,14,1,9,32,41,8,0,28,2,2,0,6,8,1,0.277966101,20352
2024,"Luis Garcia Jr.","WSN",135,414,392,113,76,20,0,17,52,61,22,2,65,0,0,0,10,17,4,0.288265306,20391
2024,"Royce Lewis","MIN",74,223,205,46,22,12,0,12,28,33,15,0,53,0,3,0,3,0,0,0.224390243,20437
2024,"Jazz Chisholm Jr.","2 Tms",136,411,373,97,61,15,3,18,54,45,36,5,100,1,1,0,4,28,7,0.260053619,20454
2024,"William Contreras","MIL",146,510,451,122,77,24,2,19,77,68,55,2,99,3,1,0,18,7,1,0.270509977,20503
2024,"Nick Madrigal","CHC",25,62,57,12,11,1,0,0,3,5,3,0,6,2,0,0,2,0,0,0.210526315,20521
2024,"Nolan Jones","COL",70,205,173,41,27,11,1,2,23,24,28,2,59,0,3,1,6,3,4,0.236994219,20529
2024,"Vidal Brujan","MIA",84,207,187,43,30,10,1,2,27,9,17,2,38,2,0,1,4,3,6,0.229946524,20536
2024,"Jose Miranda","MIN",106,289,268,84,52,21,4,7,35,34,14,1,39,5,2,0,8,2,2,0.313432835,20538
2024,"Elehuris Montero","COL",59,185,169,37,23,10,0,4,18,22,14,0,43,0,2,0,5,0,0,0.218934911,20543
2024,"Kody Clemens","PHI",40,99,94,19,7,6,1,5,15,12,4,0,25,1,0,0,2,0,0,0.202127659,20572
2024,"Ivan Herrera","STL",62,175,155,50,35,11,1,3,24,18,17,0,34,1,1,0,3,2,0,0.322580645,20599
2024,"Leo Rivas","SEA",27,54,45,12,10,1,1,0,8,4,6,0,13,1,0,2,0,3,0,0.266666666,21009
2024,"Trey Cabbage","HOU",35,84,79,17,8,8,0,1,10,8,4,0,29,1,0,0,1,0,1,0.215189873,21078
2024,"Sean Bouchard","COL",26,73,61,11,4,7,0,0,8,5,8,0,21,2,1,1,0,2,0,0.180327868,21270
2024,"Lars Nootbaar","STL",99,296,253,59,36,12,1,10,30,34,40,2,52,0,2,1,9,4,2,0.233201581,21454
2024,"Nico Hoerner","CHC",146,503,454,117,82,29,1,5,61,36,36,0,52,10,3,0,5,24,6,0.257709251,21479
2024,"Luken Baker","STL",14,27,22,2,1,1,0,0,1,3,4,0,8,0,1,0,0,1,0,0.09090909,21497
2024,"Trevor Larnach","MIN",110,377,333,87,57,15,0,15,55,51,40,1,82,2,2,0,12,4,1,0.261261261,21501
2024,"Jonathan India","CIN",143,462,392,93,61,19,1,12,58,44,54,0,90,11,4,1,13,10,1,0.237244897,21523
2024,"Joey Bart","PIT",72,208,187,45,28,9,0,8,28,34,17,0,51,3,1,0,7,0,0,0.240641711,21524
2024,"Cal Raleigh","SEA",150,457,393,92,56,15,0,21,52,70,58,3,135,3,3,0,2,3,0,0.234096692,21534
2024,"Nick Fortes","MIA",88,232,211,51,39,9,0,3,21,23,7,0,28,3,5,6,5,0,1,0.241706161,21538
2024,"Matt Vierling","DET",132,415,380,95,56,21,5,13,60,42,29,0,86,3,3,0,8,5,1,0.25,21558
2024,"Romy Gonzalez","BOS",49,86,83,18,14,3,1,0,9,13,1,0,22,0,2,0,2,5,1,0.216867469,21562
2024,"Cesar Salazar","HOU",10,24,18,6,4,2,0,0,4,6,2,0,2,1,2,1,0,0,0,0.333333333,21587
2024,"Kyle Isbel","KCR",129,358,322,78,52,11,7,8,54,38,24,0,65,3,2,7,4,10,1,0.242236024,21614
2024,"Alec Bohm","PHI",141,427,387,107,65,31,2,9,40,65,28,1,71,6,6,0,12,3,0,0.276485788,21618
2024,"Jake McCarthy","ARI",119,348,308,88,66,11,3,8,51,41,23,1,50,10,2,5,2,18,3,0.285714285,21622
2024,"Griffin Conine","MIA",28,68,62,16,9,4,1,2,11,8,5,0,23,1,0,0,1,0,0,0.258064516,21626
2024,"Jeremy Pena","HOU",153,483,445,112,84,17,0,11,61,56,21,1,91,11,5,1,14,15,5,0.251685393,21636
2024,"Rafael Marchan","PHI",13,32,29,9,5,3,0,1,4,4,2,0,5,1,0,0,0,0,0,0.310344827,21646
2024,"Miguel Amaya","CHC",99,269,242,62,44,10,1,7,27,34,19,0,48,3,2,3,3,0,0,0.256198347,21693
2024,"Oswaldo Cabrera","NYY",90,242,220,59,44,7,0,8,37,29,17,0,43,1,3,1,5,4,2,0.268181818,21707
2024,"Oneil Cruz","PIT",141,445,398,108,65,26,2,15,54,55,43,5,134,2,2,0,5,17,1,0.271356783,21711
2024,"Enmanuel Valdez","BOS",69,187,169,40,23,11,0,6,22,28,14,0,45,0,4,0,4,1,1,0.23668639,21716
2024,"Jose Fermin","STL",23,37,31,7,5,1,1,0,6,4,5,0,8,1,0,0,2,2,1,0.225806451,21746
2024,"Esteury Ruiz","OAK",16,29,26,3,2,0,1,0,5,0,0,0,10,1,0,2,1,4,1,0.115384615,21780
2024,"Andres Chaparro","WSN",28,87,81,14,6,6,0,2,6,7,3,0,15,3,0,0,2,1,1,0.172839506,21797
2024,"Jonathan Aranda","TBR",42,124,111,27,16,5,0,6,21,14,10,0,28,2,1,0,2,0,0,0.243243243,21837
2024,"Freddy Fermin","KCR",88,246,230,60,49,5,0,6,29,26,13,0,47,0,3,0,6,1,0,0.260869565,21840
2024,"Will Benson","CIN",120,317,284,55,24,16,2,13,38,36,31,0,132,1,1,0,1,13,5,0.193661971,21853
2024,"Bo Naylor","CLE",115,312,282,57,37,7,2,11,31,30,25,1,99,2,2,1,2,6,3,0.202127659,21865
2024,"Jerar Encarnacion","SFG",30,75,71,17,10,2,0,5,9,14,3,0,21,0,1,0,0,0,0,0.239436619,21871
2024,"Christopher Morel","2 Tms",144,483,427,89,61,9,2,17,43,48,47,0,128,7,2,0,9,7,6,0.208430913,21897
2024,"Dane Myers","MIA",25,42,38,9,7,1,0,1,9,6,4,0,17,0,0,0,0,3,1,0.236842105,22054
2024,"Ryan Vilade","DET",14,27,25,3,3,0,0,0,2,2,1,0,7,0,0,1,0,0,0,0.12,22165
2024,"Akil Baddoo","DET",28,77,68,9,4,2,1,2,6,5,8,0,25,0,1,0,0,1,0,0.132352941,22168
2024,"Mark Vientos","NYM",105,315,283,71,40,11,0,20,42,48,25,0,92,3,4,0,5,0,0,0.250883392,22184
2024,"Brice Turang","MIL",146,491,441,114,85,19,3,7,59,46,42,1,79,1,2,5,7,38,5,0.258503401,22186
2024,"MJ Melendez","KCR",132,377,339,73,33,21,2,17,39,40,34,1,98,3,0,0,2,4,3,0.215339233,22197
2024,"Luis Campusano","SDP",76,224,207,53,37,11,0,5,29,32,16,0,33,0,1,0,10,0,0,0.256038647,22217
2024,"Mason McCoy","SDP",16,46,39,8,6,2,0,0,6,3,4,0,16,0,0,3,1,0,0,0.205128205,22232
2024,"Jack Suwinski","PIT",82,239,212,37,22,7,0,8,25,24,25,2,61,1,1,0,3,9,1,0.174528301,22244
2024,"Nolan Gorman","STL",97,289,260,53,28,10,0,15,30,36,26,1,108,1,2,0,1,6,0,0.203846153,22263
2024,"Xavier Edwards","MIA",66,209,185,63,49,10,3,1,29,20,21,1,35,0,3,0,0,18,2,0.34054054,22266
2024,"Jake Burger","MIA",129,394,363,96,59,16,1,20,51,56,21,0,104,9,1,0,8,1,0,0.264462809,22275
2024,"Nick Allen","OAK",30,64,59,11,9,2,0,0,2,3,4,0,13,0,0,1,0,0,0,0.186440677,22277
2024,"Cal Stevenson","PHI",14,25,22,6,3,3,0,0,2,6,3,0,3,0,0,0,1,0,0,0.272727272,22411
2024,"Taylor Walls","TBR",72,196,165,30,24,3,2,1,23,12,28,0,43,0,3,0,3,14,4,0.181818181,22458
2024,"Triston Casas","BOS",58,182,156,37,21,6,0,10,22,28,25,4,56,1,0,0,3,0,1,0.237179487,22514
2024,"Heliot Ramos","SFG",118,395,367,88,60,14,2,12,38,48,24,0,106,1,3,0,11,5,0,0.239782016,22515
2024,"Tyler Freeman","CLE",95,247,216,48,35,7,1,5,30,22,15,0,33,12,2,2,12,8,3,0.222222222,22532
2024,"Lawrence Butler","OAK",116,362,326,83,45,19,2,17,52,47,32,0,85,0,4,0,7,13,0,0.254601226,22542
2024,"Michael Siani","STL",106,227,206,50,42,6,1,1,31,15,13,0,62,2,1,5,2,14,2,0.242718446,22557
2024,"Jarred Kelenic","ATL",123,377,344,81,49,16,2,14,42,39,29,1,111,1,2,1,4,7,1,0.235465116,22558
2024,"Gabriel Arias","CLE",37,96,91,18,10,6,1,1,8,8,3,0,31,1,1,0,2,2,1,0.197802197,22563
2024,"Alejandro Kirk","TOR",94,286,248,65,51,11,0,3,17,41,27,1,31,2,9,0,8,0,0,0.262096774,22581
2024,"Gabriel Moreno","ARI",79,231,199,49,35,9,1,4,23,26,29,0,40,2,1,0,6,2,0,0.246231155,22664
2024,"Gustavo Campero","LAA",13,38,36,9,8,0,1,0,5,2,0,0,7,2,0,0,0,3,0,0.25,22707
2024,"Maikel Garcia","KCR",139,467,429,100,75,18,2,5,65,41,33,0,85,0,2,3,7,30,2,0.233100233,22715
2024,"Steward Berroa","TOR",19,34,27,4,3,1,0,0,3,0,7,0,10,0,0,0,0,3,2,0.148148148,22766
2024,"Geraldo Perdomo","ARI",95,268,230,58,36,18,1,3,39,24,27,0,44,3,5,3,5,5,1,0.252173913,22799
2024,"Alexander Canario","CHC",9,20,17,4,3,0,0,1,2,1,2,0,8,1,0,0,0,1,0,0.235294117,22842
2024,"Wenceel Perez","DET",104,329,303,76,50,13,5,8,42,30,23,0,68,0,1,2,2,7,4,0.250825082,22857
2024,"Lenyn Sosa","CHW",92,248,236,55,44,7,0,4,20,18,8,0,53,3,0,1,5,3,1,0.233050847,22896
2024,"Yainer Diaz","HOU",143,449,428,127,92,22,3,10,48,59,15,0,79,1,5,0,18,1,0,0.296728971,23003
2024,"Jacob Amaya","2 Tms",20,42,42,7,6,1,0,0,1,3,0,0,16,0,0,0,1,0,0,0.166666666,23296
2024,"Ryan Noda","OAK",32,92,80,11,7,4,0,0,7,3,11,0,32,1,0,0,0,0,0,0.1375,23312
2024,"Nelson Velazquez","KCR",53,160,145,26,14,5,0,7,20,20,11,0,42,2,2,0,5,1,0,0.179310344,23359
2024,"Eric Wagaman","LAA",16,56,54,16,9,5,0,2,5,10,2,0,13,0,0,0,0,0,0,0.296296296,23395
2024,"Jose Caballero","TBR",123,357,332,76,53,15,1,7,37,33,18,0,88,5,2,0,5,37,10,0.228915662,23401
2024,"Davis Schneider","TOR",110,316,276,56,31,15,0,10,36,31,35,0,95,4,1,0,2,4,0,0.20289855,23565
2024,"Brayan Rocchio","CLE",122,317,275,58,42,12,0,4,33,24,32,1,59,6,3,1,10,8,6,0.21090909,23690
2024,"Jose Tena","2 Tms",42,120,113,33,27,3,0,3,13,11,7,0,29,0,0,0,0,6,0,0.292035398,23691
2024,"Julio Rodriguez","SEA",139,449,414,114,88,12,0,14,57,48,28,1,115,5,2,0,7,20,5,0.275362318,23697
2024,"Ezequiel Duran","TEX",74,193,182,48,37,8,0,3,21,14,9,0,41,2,0,0,4,1,1,0.263736263,23733
2024,"Wilyer Abreu","BOS",129,380,338,90,44,30,2,14,55,53,35,0,107,2,5,0,3,7,3,0.266272189,23772
2024,"Leo Jimenez","TOR",55,149,127,26,17,6,0,3,13,14,8,0,37,12,2,0,6,0,0,0.204724409,23782
2024,"Jordyn Adams","LAA",9,26,24,6,5,0,0,1,2,4,2,0,9,0,0,0,0,0,0,0.25,23788
2024,"Blaze Alexander","ARI",43,101,92,19,16,2,0,1,6,13,8,0,25,1,0,0,1,1,1,0.206521739,23789
2024,"Alek Thomas","ARI",32,78,71,14,7,3,1,3,10,14,6,0,13,0,0,1,6,3,0,0.197183098,23792
2024,"Parker Meadows","DET",74,236,213,51,30,8,5,8,35,24,22,0,56,0,1,0,0,9,2,0.239436619,23800
2024,"Ji Hwan Bae","PIT",26,74,67,13,11,2,0,0,11,6,6,0,20,0,1,0,0,6,2,0.19402985,23818
2024,"Curtis Mead","TBR",33,82,78,13,11,1,0,1,4,4,1,0,20,1,1,0,2,2,0,0.166666666,23986
2024,"Ezequiel Tovar","COL",151,486,462,126,72,33,3,18,61,56,11,0,138,3,5,5,11,4,3,0.272727272,24064
2024,"Jhonkensy Noel","CLE",51,135,122,25,14,4,1,6,14,14,9,0,46,4,0,0,1,0,0,0.204918032,24257
2024,"Ceddanne Rafaela","BOS",143,419,402,104,72,17,3,12,49,64,8,0,97,5,3,1,6,15,7,0.258706467,24262
2024,"Johan Rojas","PHI",98,257,239,61,49,7,2,3,35,24,11,0,45,2,0,5,5,17,3,0.255230125,24336
2024,"Max Schuemann","OAK",121,354,306,72,57,10,0,5,38,22,35,0,92,7,3,3,5,14,1,0.235294117,24488
2024,"Richie Palacios","TBR",87,285,236,51,38,7,1,5,41,18,42,2,58,5,1,0,5,16,1,0.216101694,24589
2024,"Jonathan Ornelas","TEX",10,25,23,6,5,1,0,0,1,2,1,0,7,0,0,1,0,0,0,0.260869565,24597
2024,"Addison Barger","TOR",64,188,173,36,21,8,0,7,20,24,13,0,43,0,1,0,1,2,0,0.208092485,24598
2024,"Steven Kwan","CLE",116,381,339,95,70,13,3,9,58,31,37,0,32,4,0,1,4,9,3,0.280235988,24610
2024,"Jarren Duran","BOS",153,505,463,138,65,43,13,17,86,57,37,1,104,3,2,0,4,26,4,0.298056155,24617
2024,"Ryan Jeffers","MIN",114,324,283,61,34,15,0,12,38,46,25,0,60,10,5,1,7,3,0,0.215547703,24618
2024,"Brendan Donovan","STL",146,458,413,118,83,19,2,14,47,57,35,0,59,9,1,0,3,4,4,0.285714285,24679
2024,"Jonah Bride","MIA",63,173,149,45,28,7,0,10,21,34,16,1,32,2,6,0,8,0,0,0.302013422,24703
2024,"Logan O'Hoppe","LAA",128,411,383,101,69,15,1,16,52,47,19,0,119,7,1,1,5,2,2,0.263707571,24729
2024,"Mickey Gasper","BOS",9,20,17,0,0,0,0,0,1,0,2,0,8,1,0,0,0,0,0,0,24759
2024,"James Outman","LAD",51,139,121,18,10,4,0,4,11,11,14,0,47,4,0,0,0,2,1,0.14876033,24770
2024,"Andy Pages","LAD",109,336,305,65,38,16,1,10,47,37,22,0,84,6,3,0,7,1,1,0.213114754,24816
2024,"David Fry","CLE",88,227,206,51,36,9,1,5,23,20,12,0,50,5,2,0,9,2,1,0.247572815,24934
2024,"Daniel Schneemann","CLE",70,185,162,31,17,9,1,4,14,19,20,0,57,0,3,0,1,3,2,0.191358024,25180
2024,"Michael Stefanic","LAA",35,80,67,11,9,2,0,0,3,7,9,0,13,3,0,1,2,0,0,0.164179104,25353
2024,"Austin Shenton","TBR",19,49,41,9,3,5,0,1,3,3,8,0,13,0,0,0,1,0,0,0.219512195,25425
2024,"Logan Driscoll","TBR",12,30,28,5,4,0,0,1,1,5,1,0,4,0,1,0,0,0,0,0.178571428,25475
2024,"Brenton Doyle","COL",142,439,390,102,66,14,4,18,60,58,36,1,119,2,7,4,11,26,5,0.261538461,25479
2024,"Nick Sogard","BOS",21,67,61,17,14,3,0,0,9,6,5,0,20,0,1,0,3,3,0,0.278688524,25483
2024,"Joey Ortiz","MIL",128,357,313,77,49,19,4,5,38,39,35,0,66,4,4,1,7,8,4,0.246006389,25493
