Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2024,"Christian Vazquez","MIN",79,221,204,47,36,7,0,4,19,16,8,0,44,1,3,5,8,1,1,0.230392156,9774
2024,"Nolan Arenado","STL",149,481,433,123,95,17,0,11,51,54,38,2,75,4,5,0,10,1,2,0.284064665,9777
2024,"Andrew McCutchen","PIT",117,374,328,80,50,15,1,14,48,36,41,1,92,3,2,0,8,2,1,0.243902439,9847
2024,"DJ LeMahieu","NYY",54,143,128,29,23,5,0,1,13,17,11,0,25,1,2,1,8,0,1,0.2265625,9874
2024,"Christian Bethancourt","2 Tms",40,96,89,17,11,3,0,3,11,14,4,0,23,1,0,2,1,1,0,0.191011235,10028
2024,"Mike Trout","LAA",29,109,96,23,10,1,2,10,16,14,12,1,25,1,0,0,0,6,1,0.239583333,10155
2024,"Tucker Barnhart","ARI",26,63,51,11,9,2,0,0,8,5,11,0,18,0,0,1,0,1,0,0.215686274,10200
2024,"Jose Iglesias","NYM",68,190,178,54,44,6,1,3,21,20,8,0,27,3,1,0,4,3,1,0.303370786,10231
2024,"Randal Grichuk","ARI",59,95,91,22,9,6,1,6,19,14,4,0,18,0,0,0,3,0,0,0.241758241,10243
2024,"Marcell Ozuna","ATL",156,525,465,138,83,21,0,34,73,80,53,2,123,3,4,0,20,1,0,0.296774193,10324
2024,"Jon Singleton","HOU",114,323,279,72,49,11,1,11,40,39,41,0,80,0,3,0,1,0,0,0.258064516,10441
2024,"Enrique Hernandez","LAD",100,249,226,51,34,11,0,6,27,30,19,0,50,0,3,1,6,0,0,0.225663716,10472
2024,"Gio Urshela","2 Tms",115,354,336,91,66,15,1,9,27,44,14,0,54,1,3,0,8,0,0,0.270833333,10681
2024,"Jurickson Profar","SDP",148,493,414,113,74,23,0,16,73,54,56,1,84,16,3,4,9,9,2,0.272946859,10815
2024,"Adam Duvall","ATL",86,207,196,28,19,6,0,3,12,11,8,0,71,3,0,0,4,0,0,0.142857142,10950
2024,"Kevin Kiermaier","2 Tms",83,224,208,43,28,7,3,5,29,24,7,0,69,2,1,6,3,4,2,0.206730769,11038
2024,"Whit Merrifield","2 Tms",85,214,186,43,33,6,3,1,29,9,22,0,37,3,0,3,4,11,1,0.231182795,11281
2024,"Yasmani Grandal","PIT",64,183,160,36,20,7,0,9,21,22,20,0,32,0,1,2,4,1,0,0.225,11368
2024,"Gary Sanchez","MIL",67,161,141,32,21,6,1,4,15,19,15,0,46,4,1,0,7,0,0,0.226950354,11442
2024,"Mark Canha","2 Tms",113,333,284,65,47,13,0,5,34,33,34,0,69,11,4,0,8,5,0,0.228873239,11445
2024,"Christian Yelich","MIL",69,216,183,57,38,10,2,7,30,27,30,3,41,1,1,0,2,15,1,0.311475409,11477
2024,"Michael A. Taylor","PIT",80,195,177,34,26,6,0,2,16,12,14,0,68,0,2,2,3,11,1,0.192090395,11489
2024,"Manny Machado","SDP",148,498,464,130,84,24,0,22,61,88,29,3,93,1,4,0,22,8,2,0.280172413,11493
2024,"Bryce Harper","PHI",136,405,354,98,51,26,0,21,57,56,48,10,85,2,1,0,10,5,3,0.276836158,11579
2024,"Willson Contreras","STL",82,268,226,59,36,12,0,11,35,27,30,1,74,12,0,0,0,2,0,0.261061946,11609
2024,"Brandon Drury","LAA",92,280,251,42,33,5,0,4,23,11,23,0,60,5,1,0,9,0,0,0.167330677,11615
2024,"Elias Diaz","2 Tms",88,249,230,62,42,15,0,5,21,30,14,1,49,4,1,0,12,0,0,0.269565217,11680
2024,"Nick Castellanos","PHI",159,489,450,112,72,23,4,13,57,52,29,0,100,9,1,0,11,5,2,0.248888888,11737
2024,"J.T. Realmuto","PHI",93,291,268,69,45,13,1,10,39,33,18,1,73,4,1,0,5,1,2,0.257462686,11739
2024,"Joc Pederson","ARI",129,407,335,94,55,16,1,22,56,60,48,2,87,15,3,1,5,6,4,0.280597014,11899
2024,"Nick Martini","CIN",46,129,113,25,17,3,1,4,17,21,9,0,30,3,3,0,1,1,2,0.221238938,12005
2024,"Jon Berti","NYY",19,44,39,11,10,0,0,1,7,6,5,0,9,0,0,0,1,3,1,0.282051282,12037
2024,"Niko Goodrum","2 Tms",11,25,23,2,2,0,0,0,0,0,1,0,9,0,0,1,0,1,0,0.086956521,12092
2024,"Max Kepler","MIN",101,317,291,72,49,16,1,6,35,32,20,0,61,3,2,0,3,1,0,0.24742268,12144
2024,"Nick Ahmed","3 Tms",58,141,131,26,20,5,0,1,11,9,4,0,33,1,2,3,3,0,0,0.198473282,12147
2024,"Eddie Rosario","2 Tms",89,285,268,47,25,12,0,10,31,33,13,0,71,0,3,1,3,8,1,0.175373134,12155
2024,"Austin Barnes","LAD",42,113,102,23,21,1,0,1,8,7,10,0,30,0,0,1,3,3,0,0.225490196,12158
2024,"Ben Gamel","2 Tms",31,81,66,16,12,3,0,1,14,4,15,1,19,0,0,0,0,0,0,0.242424242,12160
2024,"Xander Bogaerts","SDP",108,355,334,92,70,13,0,9,38,37,16,0,64,1,4,0,11,9,1,0.275449101,12161
2024,"Miguel Sano","LAA",25,74,66,13,9,2,0,2,8,6,5,0,33,2,1,0,1,0,0,0.196969696,12164
2024,"Jace Peterson","ARI",12,24,20,1,1,0,0,0,2,1,3,0,5,0,1,0,1,0,0,0.05,12325
2024,"Kevin Pillar","2 Tms",76,189,168,29,19,5,0,5,26,21,11,0,47,7,2,1,8,9,2,0.172619047,12434
2024,"Curt Casali","SFG",31,76,66,13,11,1,0,1,8,6,6,0,12,2,0,2,3,0,0,0.196969696,12510
2024,"Marcus Semien","TEX",153,544,496,113,74,20,1,18,72,56,44,1,80,3,1,0,9,7,2,0.22782258,12533
2024,"Eugenio Suarez","ARI",147,446,403,103,56,25,2,20,55,75,27,0,115,8,8,0,6,2,1,0.255583126,12552
2024,"Trevor Story","BOS",26,86,76,21,13,6,0,2,7,9,9,1,24,1,0,0,1,6,3,0.276315789,12564
2024,"George Springer","TOR",140,469,422,97,61,17,3,16,61,48,40,0,83,5,1,0,11,13,1,0.229857819,12856
2024,"James McCann","BAL",58,149,134,33,23,6,0,4,18,18,11,0,39,1,3,0,1,1,0,0.246268656,12859
2024,"Anthony Rendon","LAA",56,204,177,38,28,10,0,0,18,12,19,0,30,5,3,0,3,5,1,0.214689265,12861
2024,"Francisco Lindor","NYM",144,519,462,128,77,28,1,22,79,68,45,0,101,9,3,0,4,21,4,0.277056277,12916
2024,"Brandon Nimmo","NYM",146,493,418,90,53,16,2,19,65,71,67,1,117,5,3,0,6,9,0,0.215311004,12927
2024,"Austin Hedges","CLE",39,81,72,7,3,3,0,1,6,8,5,0,28,1,1,2,1,2,0,0.097222222,12976
2024,"Javier Baez","DET",73,224,209,40,25,10,0,5,18,29,10,1,54,2,3,0,8,6,1,0.191387559,12979
2024,"Teoscar Hernandez","LAD",145,481,434,115,69,23,1,22,61,71,39,0,142,6,1,0,3,11,1,0.264976958,13066
2024,"Josh Bell","2 Tms",132,404,361,91,62,14,2,13,43,47,33,0,87,6,1,0,14,0,1,0.252077562,13145
2024,"Jorge Polanco","SEA",113,339,293,58,39,7,0,12,32,31,40,3,109,4,2,0,10,2,1,0.197952218,13152
2024,"Orlando Arcia","ATL",152,455,422,93,63,14,0,16,38,38,26,0,92,2,4,1,12,2,0,0.220379146,13185
2024,"Max Muncy","LAD",71,217,173,44,20,14,0,10,31,41,38,3,55,1,5,0,0,1,0,0.25433526,13301
2024,"Ildemaro Vargas","WSN",77,175,153,36,29,6,0,1,12,21,13,0,18,1,4,4,6,6,3,0.235294117,13324
2024,"Omar Narvaez","NYM",23,62,60,9,7,2,0,0,3,5,2,0,10,0,0,0,2,0,0,0.15,13338
2024,"Luke Maile","CIN",44,107,95,16,13,3,0,0,3,1,7,0,39,4,0,1,2,2,0,0.168421052,13355
2024,"Christian Walker","ARI",124,395,341,82,40,20,0,22,51,58,40,3,94,8,6,0,6,2,2,0.240469208,13419
2024,"Tom Murphy","SFG",10,22,20,3,1,1,0,1,3,2,2,0,6,0,0,0,0,0,0,0.15,13499
2024,"Jose Ramirez","CLE",153,503,456,116,65,24,2,25,72,81,42,7,64,1,3,0,6,28,1,0.254385964,13510
2024,"Jesse Winker","2 Tms",137,404,341,88,58,17,0,13,53,49,52,2,78,7,2,2,10,8,3,0.258064516,13590
2024,"Patrick Wisdom","CHC",38,71,65,10,2,3,1,4,6,6,5,0,21,0,0,1,1,1,0,0.153846153,13602
2024,"Mookie Betts","LAD",108,354,307,86,52,16,3,15,57,51,44,0,44,1,2,0,4,11,1,0.280130293,13611
2024,"Ketel Marte","ARI",123,371,311,81,49,12,2,18,58,50,49,1,74,2,9,0,6,6,1,0.26045016,13613
2024,"Carson Kelly","2 Tms",82,264,238,54,38,7,1,8,26,34,19,0,48,6,1,0,5,0,0,0.226890756,13620
2024,"Jeimer Candelario","CIN",106,316,297,68,34,15,2,17,34,46,13,1,79,3,3,0,3,4,2,0.228956228,13621
2024,"Corey Seager","TEX",116,381,330,96,55,17,0,24,52,62,48,11,53,2,1,0,7,1,1,0.29090909,13624
2024,"Jack Lopez","LAA",23,51,50,13,9,3,0,1,3,4,1,0,18,0,0,0,2,0,1,0.26,13663
2024,"Tyrone Taylor","NYM",101,234,217,54,32,15,2,5,34,29,11,1,56,4,1,1,1,8,2,0.248847926,13675
2024,"Jacob Stallings","COL",69,180,159,41,26,11,0,4,16,24,14,0,40,6,0,1,6,0,0,0.257861635,13723
2024,"David Dahl","PHI",19,54,52,11,6,2,0,3,5,7,2,0,19,0,0,0,0,0,0,0.211538461,13744
2024,"Tomas Nido","2 Tms",40,90,86,19,12,3,0,4,11,8,2,0,18,0,1,1,0,0,0,0.220930232,13755
2024,"Chris Taylor","LAD",65,148,131,28,19,6,0,3,20,16,15,0,46,2,0,0,1,4,0,0.213740458,13757
2024,"Travis Jankowski","TEX",78,194,177,38,32,5,0,1,18,12,12,0,41,5,0,0,3,10,1,0.214689265,13768
2024,"Rob Refsnyder","BOS",66,162,146,39,26,9,1,3,18,17,12,0,41,2,1,0,4,1,2,0.267123287,13770
2024,"Joey Wendle","NYM",13,32,31,8,7,1,0,0,2,1,1,0,8,0,0,0,0,1,0,0.258064516,13853
2024,"Eric Haase","MIL",15,47,46,12,9,1,0,2,6,10,1,0,20,0,0,0,0,0,0,0.260869565,14111
2024,"Joey Gallo","WSN",72,196,162,29,13,8,0,8,19,21,30,0,74,3,1,0,1,2,1,0.179012345,14128
2024,"Daniel Vogelbach","TOR",31,77,68,13,7,5,0,1,4,8,9,0,16,0,0,0,3,0,0,0.19117647,14130
2024,"Byron Buxton","MIN",95,285,261,71,35,19,2,15,50,43,13,1,73,9,2,0,3,6,2,0.272030651,14161
2024,"Carlos Correa","MIN",84,278,242,75,49,16,1,9,39,39,31,2,46,2,3,0,5,0,0,0.309917355,14162
2024,"Jorge Soler","2 Tms",138,419,364,85,48,21,1,15,56,46,45,0,106,3,4,0,8,1,0,0.233516483,14221
2024,"Mitch Haniger","SEA",104,278,245,55,35,11,0,9,29,34,30,0,79,2,1,0,6,0,0,0.224489795,14274
2024,"Matt Olson","ATL",154,498,429,103,58,26,0,19,51,68,60,5,124,5,4,0,10,0,0,0.24009324,14344
2024,"Joey Meneses","WSN",69,216,195,50,39,9,0,2,15,28,15,0,40,2,4,0,4,0,0,0.256410256,14366
2024,"Harold Ramirez","2 Tms",59,150,144,36,30,5,1,0,16,15,3,0,32,2,1,0,2,6,2,0.25,14387
2024,"Jake Cave","COL",108,304,282,77,49,16,5,7,40,33,18,1,80,1,3,0,5,5,2,0.273049645,14477
2024,"Anthony Santander","BAL",149,485,435,104,51,19,2,32,68,77,42,1,86,4,4,0,7,2,0,0.239080459,14551
2024,"Manuel Margot","MIN",87,172,159,33,24,7,1,1,17,15,8,0,29,3,1,1,5,2,0,0.207547169,14712
2024,"Kyle Farmer","MIN",64,124,108,18,9,7,0,2,14,15,11,0,27,3,2,0,2,1,2,0.166666666,14813
2024,"Mike Yastrzemski","SFG",132,379,345,80,43,13,6,18,46,50,31,1,94,1,1,1,3,1,1,0.231884057,14854
2024,"Victor Caratini","HOU",82,210,188,47,33,6,1,7,25,21,17,1,38,3,2,0,4,0,1,0.25,14968
2024,"Ryan McMahon","COL",144,449,391,91,56,21,0,14,52,49,51,4,126,1,4,0,6,4,4,0.232736572,15112
2024,"Mitch Garver","SEA",99,274,234,34,15,12,0,7,18,23,31,0,100,7,2,0,6,0,0,0.145299145,15161
2024,"Tim Anderson","MIA",57,151,149,30,28,2,0,0,8,7,2,0,43,0,0,0,5,1,3,0.201342281,15172
2024,"Jake Bauers","MIL",111,311,269,52,32,7,2,11,40,38,38,1,111,4,0,0,0,12,1,0.19330855,15194
2024,"Adam Frazier","KCR",102,263,233,48,33,10,1,4,31,17,21,0,55,6,0,3,0,2,0,0.206008583,15223
2024,"Mike Tauchman","CHC",101,281,235,56,39,10,1,6,37,24,41,0,56,4,1,0,6,3,2,0.238297872,15274
2024,"Garrett Cooper","2 Tms",27,73,66,12,9,2,0,1,2,7,5,0,22,2,0,0,2,0,0,0.181818181,15279
2024,"Jeff McNeil","NYM",119,356,317,76,45,21,0,10,46,32,29,1,52,7,2,1,5,3,1,0.239747634,15362
2024,"Kris Bryant","COL",36,115,95,24,18,4,0,2,8,15,12,0,32,7,1,0,4,0,0,0.252631578,15429
2024,"Hunter Renfroe","KCR",104,298,270,62,40,12,0,10,28,32,25,0,61,2,1,0,8,0,0,0.229629629,15464
2024,"J.P. Crawford","SEA",98,308,266,46,28,12,1,5,36,18,39,0,80,2,1,0,3,3,0,0.17293233,15491
2024,"Amed Rosario","3 Tms",86,220,213,58,46,7,3,2,19,20,6,0,49,1,0,0,5,9,2,0.272300469,15518
2024,"Mike Ford","CIN",16,44,42,6,4,0,1,1,2,2,2,0,9,0,0,0,0,0,0,0.142857142,15585
2024,"Aaron Judge","NYY",152,520,427,139,68,28,1,42,94,106,83,11,125,7,2,0,14,5,0,0.325526932,15640
2024,"Dominic Smith","2 Tms",92,257,228,53,30,18,0,5,30,27,25,0,61,4,0,0,6,1,1,0.23245614,15653
2024,"Billy McKinney","PIT",10,24,21,4,3,1,0,0,3,2,2,0,10,1,0,0,1,0,0,0.19047619,15654
2024,"Reese McGuire","BOS",51,138,121,26,21,3,0,2,7,13,13,0,33,1,2,1,4,3,0,0.214876033,15674
2024,"Jose Abreu","HOU",32,83,79,10,8,0,0,2,6,6,2,0,23,1,1,0,3,0,0,0.126582278,15676
2024,"Rowdy Tellez","PIT",125,375,343,85,57,17,0,11,34,52,25,0,72,2,5,0,12,1,0,0.247813411,15679
2024,"Tyler O'Neill","BOS",106,317,283,59,34,10,0,15,48,32,27,1,110,6,1,0,8,3,0,0.208480565,15711
2024,"Tyler Wade","SDP",73,134,119,28,25,3,0,0,25,7,10,0,26,2,0,2,0,8,1,0.235294117,15730
2024,"Miguel Andujar","OAK",73,258,246,63,49,10,1,3,21,16,8,0,36,3,1,0,6,3,1,0.25609756,15878
2024,"Luis Torrens","NYM",36,87,81,19,12,6,0,1,9,12,4,0,19,2,0,0,4,0,0,0.234567901,15905
2024,"Aledmys Diaz","2 Tms",10,25,24,2,2,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0.083333333,15937
2024,"Willy Adames","MIL",153,509,458,124,70,26,0,28,68,96,48,1,130,1,2,0,10,18,2,0.270742358,15986
2024,"Cody Bellinger","CHC",125,402,355,89,57,18,0,14,48,46,43,7,63,2,2,0,9,8,1,0.250704225,15998
2024,"Austin Slater","3 Tms",39,70,60,15,12,2,0,1,10,7,8,0,23,1,1,0,1,0,0,0.25,16153
2024,"J.D. Davis","2 Tms",35,102,93,21,15,4,0,2,9,4,6,0,23,3,0,0,3,0,0,0.225806451,16219
2024,"Trea Turner","PHI",113,371,353,103,75,15,0,13,54,42,14,0,69,4,0,0,7,11,3,0.291784702,16252
2024,"Nick Gordon","MIA",90,247,233,54,37,9,1,7,24,29,10,0,61,1,3,0,4,5,5,0.231759656,16337
2024,"Pablo Reyes","2 Tms",19,42,38,6,6,0,0,0,5,3,3,0,11,1,0,0,1,1,2,0.157894736,16357
2024,"Michael Conforto","SFG",127,382,343,77,39,21,3,14,42,46,32,1,92,5,2,0,13,0,0,0.224489795,16376
2024,"Thairo Estrada","SFG",92,285,273,62,42,11,2,7,33,36,6,0,58,5,1,0,6,2,2,0.227106227,16426
2024,"Ryan O'Hearn","BAL",140,450,401,106,69,19,3,15,58,55,44,2,62,2,3,0,7,3,1,0.264339152,16442
2024,"Luis Guillorme","3 Tms",61,168,143,32,22,9,1,0,12,10,22,0,32,0,2,1,6,3,2,0.223776223,16451
2024,"Rhys Hoskins","MIL",125,386,339,72,42,12,0,18,41,58,36,0,114,6,4,0,8,3,0,0.21238938,16472
2024,"Kyle Schwarber","PHI",136,444,363,79,35,18,0,26,73,66,70,4,130,3,8,0,3,1,1,0.217630853,16478
2024,"Forrest Wall","2 Tms",14,32,29,7,7,0,0,0,4,1,3,0,8,0,0,0,0,4,3,0.24137931,16496
2024,"Matt Chapman","SFG",153,482,433,106,56,27,2,21,73,59,42,0,120,6,1,0,13,11,2,0.244803695,16505
2024,"Isiah Kiner-Falefa","2 Tms",116,361,341,96,71,15,3,7,37,36,12,0,56,4,2,2,7,10,2,0.281524926,16512
2024,"Mauricio Dubon","HOU",116,302,285,79,59,18,0,2,31,31,10,0,34,2,3,2,4,1,1,0.277192982,16530
2024,"Danny Jansen","2 Tms",76,230,202,39,21,11,0,7,24,18,23,0,44,3,2,0,3,0,0,0.193069306,16535
2024,"Ozzie Albies","ATL",94,326,293,66,39,20,1,6,34,39,25,0,52,4,4,0,3,6,0,0.225255972,16556
2024,"Connor Joe","PIT",93,246,219,49,32,10,1,6,31,21,24,0,56,3,0,0,4,2,1,0.223744292,16572
2024,"Yandy Diaz","TBR",140,482,436,114,84,19,1,10,35,50,40,0,83,4,2,0,10,0,0,0.261467889,16578
2024,"Luis Urias","SEA",22,54,47,10,6,3,0,1,4,9,3,0,17,4,0,0,1,0,0,0.212765957,16622
2024,"Jason Vosler","SEA",9,25,23,5,3,1,1,0,2,3,2,0,8,0,0,0,0,0,0,0.217391304,16686
2024,"Jose Trevino","NYY",53,130,119,28,21,3,0,4,11,17,9,0,25,1,1,0,7,1,0,0.235294117,16725
2024,"Jonah Heim","TEX",126,374,351,75,56,10,0,9,31,45,18,0,70,4,1,0,10,1,0,0.213675213,16930
2024,"Lane Thomas","2 Tms",122,383,346,74,45,16,2,11,47,47,29,0,109,4,4,0,3,19,11,0.213872832,16939
2024,"Derek Hill","3 Tms",38,105,100,20,16,2,0,2,10,10,1,0,36,2,1,1,1,2,0,0.2,16947
2024,"Chadwick Tromp","ATL",15,41,39,11,6,5,0,0,2,4,1,0,13,0,1,0,1,0,0,0.282051282,16953
2024,"Gleyber Torres","NYY",150,496,440,112,85,19,0,8,52,47,45,0,100,2,7,2,5,1,1,0.254545454,16997
2024,"Edmundo Sosa","PHI",65,153,140,33,26,2,1,4,18,17,6,0,41,4,1,1,3,5,0,0.235714285,17022
2024,"Alex Verdugo","NYY",140,429,392,92,55,25,1,11,56,53,29,0,62,0,8,0,8,1,0,0.234693877,17027
2024,"Jose Herrera","ARI",35,76,64,15,11,2,1,1,5,9,7,0,17,0,0,5,0,0,0,0.234375,17040
2024,"Ramon Laureano","2 Tms",74,207,191,45,28,10,1,6,22,16,10,0,62,6,0,0,3,5,2,0.235602094,17128
2024,"Yoan Moncada","CHW",10,36,32,10,6,3,1,0,3,0,4,0,8,0,0,0,2,1,0,0.3125,17232
2024,"Jorge Mateo","BAL",52,118,108,22,13,6,1,2,16,12,5,0,26,0,3,2,3,8,2,0.203703703,17273
2024,"Alex Jackson","TBR",44,98,88,12,5,6,0,1,14,7,7,0,33,2,0,1,1,1,0,0.136363636,17276
2024,"Cole Tucker","LAA",14,35,30,8,3,4,1,0,2,3,4,0,9,0,1,0,0,2,1,0.266666666,17326
2024,"Willi Castro","MIN",146,472,405,101,66,23,4,8,68,48,42,0,108,20,4,1,6,11,7,0.249382716,17338
2024,"Rafael Devers","BOS",128,377,321,94,45,23,2,24,60,63,50,13,76,1,5,0,10,3,0,0.29283489,17350
2024,"Jose Siri","TBR",118,336,304,55,30,11,1,13,34,31,21,0,132,7,1,2,5,12,6,0.180921052,17452
2024,"Eloy Jimenez","2 Tms",86,255,235,56,41,9,0,6,21,20,17,1,53,2,1,0,11,1,0,0.238297872,17484
2024,"Taylor Ward","LAA",153,533,468,106,64,20,1,21,54,62,54,0,137,5,6,0,10,5,3,0.226495726,17548
2024,"Alex Bregman","HOU",140,453,416,114,72,23,1,18,60,44,29,0,70,5,3,0,9,2,0,0.274038461,17678
2024,"Kevin Newman","ARI",77,180,164,45,36,8,0,1,20,15,11,0,33,0,1,4,3,4,1,0.274390243,17696
2024,"DJ Stewart","NYM",71,179,146,28,19,4,0,5,14,19,29,0,42,3,1,0,4,0,0,0.191780821,17766
2024,"Willie Calhoun","LAA",68,223,202,51,30,16,0,5,23,19,20,1,29,0,1,0,5,0,1,0.252475247,17838
2024,"Tyler Nevin","OAK",63,151,136,28,22,4,0,2,12,8,13,0,38,1,1,0,4,1,0,0.205882352,17893
2024,"Andrew Benintendi","CHW",126,396,361,85,52,17,0,16,39,51,32,1,67,0,3,0,7,2,2,0.235457063,17901
2024,"Brendan Rodgers","COL",125,395,369,93,61,22,1,9,48,44,20,1,102,4,2,0,10,1,0,0.25203252,17907
2024,"Ian Happ","CHC",144,496,422,103,54,29,2,18,67,60,68,1,128,4,2,0,3,12,2,0.244075829,17919
2024,"Cedric Mullins","BAL",136,398,347,85,53,13,2,17,57,51,38,0,78,4,2,2,1,30,5,0.244956772,17929
2024,"Sam Hilliard","COL",45,115,98,21,12,3,1,5,18,11,14,1,38,0,0,3,2,4,2,0.214285714,17954
2024,"Ty France","2 Tms",131,401,362,85,56,19,0,10,32,42,25,0,84,10,4,0,13,1,0,0.234806629,17982
2024,"Tyler Stephenson","CIN",129,377,334,88,56,20,1,11,45,46,34,0,95,8,1,0,6,1,0,0.263473053,17988
2024,"Paul DeJong","2 Tms",123,359,334,79,46,14,0,19,39,44,14,0,111,8,3,0,6,2,1,0.236526946,18015
2024,"Harrison Bader","NYM",121,284,265,67,46,14,0,7,45,30,11,0,67,6,2,0,2,14,7,0.252830188,18030
2024,"Jake Cronenworth","SDP",151,486,424,108,65,24,3,16,60,67,47,0,87,9,2,1,11,4,2,0.254716981,18036
2024,"Dylan Moore","SEA",108,265,224,41,21,11,3,6,30,28,28,0,76,10,2,1,6,13,4,0.183035714,18042
2024,"Garrett Stubbs","PHI",51,128,113,22,16,4,1,1,12,8,11,0,36,3,1,0,0,4,0,0.194690265,18067
2024,"Nathan Lukes","TOR",21,77,64,21,15,3,2,1,12,10,8,0,6,0,3,2,1,0,0,0.328125,18123
2024,"LaMonte Wade Jr.","SFG",114,358,297,75,54,13,0,8,43,30,56,5,85,3,2,0,2,1,1,0.252525252,18126
2024,"Seth Brown","OAK",120,372,345,79,54,11,1,13,30,41,24,0,102,2,1,0,7,4,2,0.228985507,18171
2024,"Dansby Swanson","CHC",142,469,424,94,61,19,2,12,54,51,42,1,119,1,2,0,7,15,1,0.221698113,18314
2024,"Kyle Tucker","HOU",73,215,174,53,28,7,0,18,42,33,37,3,34,1,1,0,3,8,0,0.304597701,18345
2024,"Daz Cameron","OAK",43,100,95,15,12,2,0,1,9,4,3,0,26,1,1,0,2,3,0,0.157894736,18353
2024,"Austin Riley","ATL",106,352,323,85,50,19,2,14,45,47,24,0,93,3,2,0,5,0,0,0.263157894,18360
2024,"Victor Robles","2 Tms",71,192,166,57,38,16,0,3,30,22,11,0,36,9,3,3,2,23,2,0.343373493,18363
2024,"Ryan Mountcastle","BAL",116,364,339,87,55,21,2,9,36,51,18,0,88,1,6,0,7,1,0,0.256637168,18373
2024,"Travis Blankenhorn","WSN",13,30,29,3,2,1,0,0,2,4,1,0,8,0,0,0,0,0,0,0.103448275,18395
2024,"Juan Yepez","WSN",51,161,147,40,27,9,0,4,16,18,11,0,26,1,2,0,7,1,1,0.272108843,18400
2024,"Ronald Acuna Jr.","ATL",47,170,147,37,28,6,1,2,30,9,20,0,43,3,0,0,4,13,2,0.25170068,18401
2024,"Ali Sanchez","MIA",26,65,57,11,9,2,0,0,4,3,2,0,17,1,1,4,1,2,1,0.192982456,18551
